ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
381,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,386422,S62907,P47869,GBRA2_HUMAN,"",,GABRA2,HGNC:4076,Humans,DB00241; DB00306; DB00371; DB01351; DB01352; DB01353; DB01483; DB01496; DB01567
393,5-hydroxytryptamine receptor 2B,HTR2B,475198,X77307,P41595,5HT2B_HUMAN,4IB4; 4NC3,,HTR2B,HGNC:5294,Humans,DB00574; DB01454; DB04829
396,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,2444026,U77783,O15399,NMDE4_HUMAN,"",,GRIN2D,HGNC:4588,Humans,DB01520
417,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,1899202,U90278,Q13224,NMDE2_HUMAN,1S11; 1S2S; 2IPV,,GRIN2B,HGNC:4586,Humans,DB01520
420,Delta-type opioid receptor,OPRD1,27545517,U07882,P41143,OPRD_HUMAN,1OZC; 2IQM; 4N6H; 4RWA; 4RWD,,OPRD1,HGNC:8153,Humans,DB00318; DB00327; DB00497; DB00611; DB00647; DB00813; DB00921; DB00956; DB01081; DB01439; DB01444; DB01452; DB01497; DB01535; DB01548; DB01565; DB01571; DB09173; DB09209; DB11130
451,5-hydroxytryptamine receptor 2A,HTR2A,36431,S42168,P28223,5HT2A_HUMAN,"",,HTR2A,HGNC:5293,Humans,DB00574; DB01442; DB01454; DB01488; DB01537; DB14010
454,"Glutamate receptor ionotropic, NMDA 2C",GRIN2C,1196449,L76224,Q14957,NMDE3_HUMAN,"",,GRIN2C,HGNC:4587,Humans,DB01520
471,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,182916,L08485,P31644,GBRA5_HUMAN,"",,GABRA5,HGNC:4079,Humans,DB00241; DB00306; DB00371; DB01351; DB01352; DB01353; DB01483; DB01496; DB01567
478,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,905393,U30461,P48169,GBRA4_HUMAN,"",,GABRA4,HGNC:4078,Humans,DB00241; DB00306; DB00371; DB01351; DB01352; DB01353; DB01483; DB01496
486,Sodium-dependent noradrenaline transporter,SLC6A2,189258,M65105,P23975,SC6A2_HUMAN,"",,SLC6A2,HGNC:11048,Humans,DB00182; DB00191; DB00830; DB00907; DB00937; DB01105; DB01442; DB01454; DB01576; DB01577; DB01579; DB04836
501,Alpha-1A adrenergic receptor,ADRA1A,433201,D25235,P35348,ADA1A_HUMAN,"",,ADRA1A,HGNC:277,Humans,DB00865; DB01472; DB01579
523,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,386424,S62908,P34903,GBRA3_HUMAN,"",,GABRA3,HGNC:4077,Humans,DB00241; DB00306; DB00371; DB01351; DB01352; DB01353; DB01483; DB01496; DB01567
533,5-hydroxytryptamine receptor 2C,HTR2C,338028,M81778,P28335,5HT2C_HUMAN,"",,HTR2C,HGNC:5295,Humans,DB00574; DB01191; DB01454; DB01537
534,"Glutamate receptor ionotropic, NMDA 3B",GRIN3B,3025446,AC004528,O60391,NMD3B_HUMAN,"",,GRIN3B,HGNC:16768,Humans,DB01520
560,Muscarinic acetylcholine receptor M2,CHRM2,177990,M16404,P08172,ACM2_HUMAN,1LUB; 3UON; 4MQS; 4MQT,,CHRM2,HGNC:1951,Humans,DB00907
572,Alpha-2B adrenergic receptor,ADRA2B,178198,M34041,P18089,ADA2B_HUMAN,2CVA,,ADRA2B,HGNC:282,Humans,DB01577
575,Alpha-1B adrenergic receptor,ADRA1B,,M99589,P35368,ADA1B_HUMAN,"",,ADRA1B,HGNC:278,Humans,DB01576; DB01579
592,Aldo-keto reductase family 1 member C3,AKR1C3,4261711,S68288,P42330,AK1C3_HUMAN,1RY0; 1RY8; 1S1P; 1S1R; 1S2A; 1S2C; 1XF0; 1ZQ5; 2F38; 2FGB; 3R43; 3R58; 3R6I; 3R7M; 3R8G; 3R8H; 3R94; 3UFY; 3UG8; 3UGR; 3UWE; 4DBS; 4DBU; 4DBW; 4DZ5; 4FA3; 4FAL; 4FAM; 4H7C; 4HMN; 4WDT; 4WDU; 4WDW; 4WDX; 4WRH; 4XVD; 4XVE,,AKR1C3,HGNC:386,Humans,DB01536
632,Kappa-type opioid receptor,OPRK1,532060,U11053,P41145,OPRK_HUMAN,2A0D; 2IQN; 4DJH,,OPRK1,HGNC:8154,Humans,DB00318; DB00327; DB00497; DB00611; DB00647; DB00813; DB00921; DB01439; DB01452; DB01497; DB01535; DB01548; DB01565; DB01571; DB09173; DB09209; DB11130
640,Glutamate receptor 1,GRIA1,183281,M64752,P42261,GRIA1_HUMAN,"",,GRIA1,HGNC:4571,Humans,DB00237; DB05047
641,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,20372905,AJ416950,Q8TCU5,NMD3A_HUMAN,"",,GRIN3A,HGNC:16767,Humans,DB01520; DB01549; DB03575
647,Sodium-dependent dopamine transporter,SLC6A3,553260,M96670,Q01959,SC6A3_HUMAN,"",,SLC6A3,HGNC:11049,Humans,DB00182; DB00191; DB00830; DB00865; DB00907; DB00937; DB01105; DB01442; DB01454; DB01463; DB01472; DB01576; DB01577
659,5-hydroxytryptamine receptor 1D,HTR1D,177772,M89955,P28221,5HT1D_HUMAN,"",,HTR1D,HGNC:5289,Humans,DB00574
668,Mineralocorticoid receptor,NR3C2,307166,M16801,P08235,MCR_HUMAN,1Y9R; 1YA3; 2A3I; 2AA2; 2AA5; 2AA6; 2AA7; 2AAX; 2AB2; 2ABI; 2OAX; 3VHU; 3VHV; 3WFF; 3WFG; 4PF3; 4TNT,,NR3C2,HGNC:7979,Humans,DB02901
749,Sodium-dependent serotonin transporter,SLC6A4,36433,X70697,P31645,SC6A4_HUMAN,"",,SLC6A4,HGNC:11050,Humans,DB00182; DB00191; DB00574; DB00907; DB01105; DB01191; DB01442; DB01454; DB01472; DB01577; DB04836
756,D(2) dopamine receptor,DRD2,181432,M30625,P14416,DRD2_HUMAN,1I15; 5AER,,DRD2,HGNC:3023,Humans,DB00182; DB01549
760,"Glutamate receptor ionotropic, NMDA 2A",GRIN2A,558749,U09002,Q12879,NMDE1_HUMAN,3NFL,,GRIN2A,HGNC:4585,Humans,DB01520
764,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,1470364,S81944,Q16445,GBRA6_HUMAN,"",,GABRA6,HGNC:4080,Humans,DB00241; DB00306; DB00371; DB01351; DB01352; DB01353; DB01483; DB01496
770,Mu-type opioid receptor,OPRM1,452073,L25119,P35372,OPRM_HUMAN,"",,OPRM1,HGNC:8156,Humans,DB00318; DB00327; DB00497; DB00611; DB00647; DB00802; DB00813; DB00913; DB00921; DB00956; DB01081; DB01433; DB01439; DB01444; DB01452; DB01466; DB01497; DB01535; DB01548; DB01565; DB01571; DB09173; DB09209; DB11130
794,Glucocorticoid receptor,NR3C1,31680,X03225,P04150,GCR_HUMAN,1M2Z; 1NHZ; 1P93; 3BQD; 3CLD; 3E7C; 3H52; 3K22; 3K23; 4CSJ; 4HN5; 4HN6; 4LSJ; 4MDD; 4P6W; 4P6X,,NR3C1,HGNC:7978,Humans,DB01185
795,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,31631,X13584,P14867,GBRA1_HUMAN,"",,GABRA1,HGNC:4075,Humans,DB00241; DB00306; DB00371; DB00962; DB01107; DB01351; DB01352; DB01353; DB01437; DB01483; DB01496; DB01567
797,5-hydroxytryptamine receptor 1B,HTR1B,219679,D10995,P28222,5HT1B_HUMAN,2G1X; 4IAQ; 4IAR,,HTR1B,HGNC:5287,Humans,DB08804
826,"Glutamate receptor ionotropic, kainate 2",GRIK2,790532,U16126,Q13002,GRIK2_HUMAN,3QXM,,GRIK2,HGNC:4580,Humans,DB00237; DB00241; DB00306; DB01351; DB01352; DB01353; DB01483; DB01496
827,"Glutamate receptor ionotropic, kainate 4",GRIK4,544590,S67803,Q16099,GRIK4_HUMAN,"",,GRIK4,HGNC:4582,Humans,DB00237
828,"Glutamate receptor ionotropic, kainate 5",GRIK5,251840,S40369,Q16478,GRIK5_HUMAN,"",,GRIK5,HGNC:4583,Humans,DB00237
829,Glutamate receptor 2,GRIA2,493134,L20814,P42262,GRIA2_HUMAN,2WJW; 2WJX; 2XHD; 3R7X; 3RN8; 3RNN; 3UA8,,GRIA2,HGNC:4572,Humans,DB00237; DB00241; DB00306; DB01351; DB01352; DB01353; DB01483; DB01496; DB05047
830,Glutamate receptor 4,GRIA4,790538,U16129,P48058,GRIA4_HUMAN,"",,GRIA4,HGNC:4574,Humans,DB00237; DB05047
831,Glutamate receptor 3,GRIA3,507829,U10302,P42263,GRIA3_HUMAN,"",,GRIA3,HGNC:4573,Humans,DB00237; DB05047
832,"Glutamate receptor ionotropic, kainate 3",GRIK3,790534,U16127,Q13003,GRIK3_HUMAN,"",,GRIK3,HGNC:4581,Humans,DB00237
849,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,755648,L35901,P43681,ACHA4_HUMAN,2GVT; 2LLY,,CHRNA4,HGNC:1958,Humans,DB00241; DB00306; DB01351; DB01352; DB01353; DB01483; DB01496
858,Insulin-like growth factor 1 receptor,IGF1R,804990,X04434,P08069,IGF1R_HUMAN,1IGR; 1JQH; 1K3A; 1M7N; 1P4O; 2OJ9; 2ZM3; 3D94; 3F5P; 3I81; 3LVP; 3LW0; 3NW5; 3NW6; 3NW7; 3O23; 3QQU; 4D2R; 4XSS,,IGF1R,HGNC:5465,Humans,DB08804
867,Cocaine- and amphetamine-regulated transcript protein,CARTPT,609306,U16826,Q16568,CART_HUMAN,1HY9,,CARTPT,HGNC:24323,Humans,DB00182
924,Adenosine receptor A2a,ADORA2A,177892,M97370,P29274,AA2AR_HUMAN,1MMH; 1UPE; 2YDO; 2YDV; 3EML; 3PWH; 3QAK; 3REY; 3RFM; 3UZA; 3UZC; 3VG9; 3VGA; 4EIY; 4UG2; 4UHR,,ADORA2A,HGNC:263,Humans,DB00683
945,5-hydroxytryptamine receptor 6,HTR6,1162924,L41147,P50406,5HT6R_HUMAN,"",,HTR6,HGNC:5301,Humans,DB01488; DB04829
947,Pro-opiomelanocortin,POMC,190188,M38297,P01189,COLI_HUMAN,"",,POMC,HGNC:9201,Humans,DB01497; DB01565
956,Nuclear receptor subfamily 1 group I member 2,NR1I2,3511138,AF061056,O75469,NR1I2_HUMAN,1ILG; 1ILH; 1M13; 1NRL; 1SKX; 2O9I; 2QNV; 3CTB; 3HVL; 3R8D; 4J5W; 4J5X; 4NY9; 4S0S; 4S0T; 4X1F; 4X1G; 4XAO; 4XHD; 5A86,,NR1I2,HGNC:7968,Humans,DB01068
979,Natriuretic peptides B,NPPB,179515,M31776,P16860,ANFB_HUMAN,1YK1; 3N56,,NPPB,HGNC:7940,Humans,DB06412
1032,Multidrug resistance protein 1,ABCB1,307180,M14758,P08183,MDR1_HUMAN,"",,ABCB1,HGNC:40,Humans,DB00813
1044,Trace amine-associated receptor 1,TAAR1,14600074,AF380185,Q96RJ0,TAAR1_HUMAN,"",,TAAR1,HGNC:17734,Humans,DB00182; DB01576; DB01577
1063,E3 ubiquitin-protein ligase TRIM13,TRIM13,3133092,AJ224819,O60858,TRI13_HUMAN,"",,TRIM13,HGNC:9976,Humans,DB01497; DB01548; DB01565
1126,Proto-oncogene c-Fos,FOS,29904,V01512,P01100,FOS_HUMAN,1A02; 1FOS; 1S9K,,FOS,HGNC:3796,Humans,DB08804
1607,Steroid Delta-isomerase,ksi,151322,M22749,P00947,SDIS_COMTE,1BUQ; 1ISK; 1OCV; 1OGZ; 1OHP; 1OHS; 1QJG; 3M8C; 3MHE; 3MKI; 3MYT; 3NBR; 3NHX; 3NM2; 3NUV; 3NXJ; 3OV4; 3T8U; 3UNL; 4L7K; 8CHO,,,,Comamonas testosteroni,DB01561
1638,6-deoxyerythronolide B hydroxylase,eryF,48942,X60379,Q00441,CPXJ_SACEN,1EGY; 1EUP; 1JIN; 1JIO; 1JIP; 1OXA; 1Z8O; 1Z8P; 1Z8Q,,,,Saccharopolyspora erythraea (strain NRRL 23338),DB01536
2196,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,1GOS; 1H8R; 1OJ9; 1OJA; 1OJC; 1OJD; 1S2Q; 1S2Y; 1S3B; 1S3E; 2BK3; 2BK4; 2BK5; 2BYB; 2C64; 2C65; 2C66; 2C67; 2C70; 2C72; 2C73; 2C75; 2C76; 2V5Z; 2V60; 2V61; 2VRL; 2VRM; 2VZ2; 2XCG; 2XFN; 2XFO; 2XFP; 2XFQ; 2XFU; 3PO7; 3ZYX; 4A79; 4A7A; 4CRT,,MAOB,HGNC:6834,Humans,DB00182; DB00191; DB01442; DB01472; DB01577
2198,Amine oxidase [flavin-containing] A,MAOA,187353,M68840,P21397,AOFA_HUMAN,1H8Q; 2BXR; 2BXS; 2Z5X; 2Z5Y,,MAOA,HGNC:6833,Humans,DB00191; DB01442; DB01472; DB01577
2341,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,496607,X70297,P36544,ACHA7_HUMAN,2MAW; 5AFH; 5AFJ; 5AFK; 5AFL; 5AFM; 5AFN,,CHRNA7,HGNC:1960,Humans,DB00241; DB00306; DB01351; DB01352; DB01353; DB01483; DB01496; DB01520
2344,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,31635,X14767,P18505,GBRB1_HUMAN,"",,GABRB1,HGNC:4081,Humans,DB01440; DB01567
2345,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,182925,M82919,P28472,GBRB3_HUMAN,4COF,,GABRB3,HGNC:4083,Humans,DB01567; DB06716
2346,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,455946,S67368,P47870,GBRB2_HUMAN,"",,GABRB2,HGNC:4082,Humans,DB01567; DB06716
2378,Nociceptin receptor,OPRL1,,X77130,P41146,OPRX_HUMAN,4EA3; 5DHG; 5DHH,,OPRL1,HGNC:8155,Humans,DB00921; DB01497
2705,Liver carboxylesterase 1,CES1,"",M73499,P23141,EST1_HUMAN,1MX1; 1MX5; 1MX9; 1YA4; 1YA8; 1YAH; 1YAJ; 2DQY; 2DQZ; 2DR0; 2H7C; 2HRQ; 2HRR; 3K9B; 4AB1,,CES1,HGNC:1863,Humans,DB00647; DB00907; DB01452
3351,O-GlcNAcase NagJ,nagJ,"",BA000016,Q8XL08,OGA_CLOPE,"",,"",,Clostridium perfringens (strain 13 / Type A),DB04699
3394,Brain-derived neurotrophic factor,BDNF,,M37762,P23560,BDNF_HUMAN,1B8M; 1BND,,BDNF,HGNC:1033,Humans,DB05047
3476,Pro-neuropeptide Y,NPY,,BC029497,P01303,NPY_HUMAN,1QFA; 1RON,,NPY,HGNC:7955,Humans,DB00191
3592,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,31637,X15376,P18507,GBRG2_HUMAN,"",,,HGNC:4087,Humans,DB01567
