ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
48,Prothrombin,F2,339641,M17262,P00734,THRB_HUMAN,1A2C; 1A3B; 1A3E; 1A46; 1A4W; 1A5G; 1A61; 1ABI; 1ABJ; 1AD8; 1AE8; 1AFE; 1AHT; 1AI8; 1AIX; 1AWF; 1AWH; 1AY6; 1B5G; 1B7X; 1BA8; 1BB0; 1BCU; 1BHX; 1BMM; 1BMN; 1BTH; 1C1U; 1C1V; 1C1W; 1C4U; 1C4V; 1C4Y; 1C5L; 1C5N; 1C5O; 1CA8; 1D3D; 1D3P; 1D3Q; 1D3T; 1D4P; 1D6W; 1D9I; 1DE7; 1DIT; 1DM4; 1DOJ; 1DWB; 1DWC; 1DWD; 1DWE; 1DX5; 1E0F; 1EB1; 1EOJ; 1EOL; 1FPC; 1FPH; 1G30; 1G32; 1G37; 1GHV; 1GHW; 1GHX; 1GHY; 1GJ4; 1GJ5; 1H8D; 1H8I; 1HAG; 1HAH; 1HAI; 1HAO; 1HAP; 1HBT; 1HDT; 1HGT; 1HLT; 1HUT; 1HXE; 1HXF; 1IHS; 1IHT; 1JMO; 1JOU; 1JWT; 1K21; 1K22; 1KTS; 1KTT; 1LHC; 1LHD; 1LHE; 1LHF; 1LHG; 1MH0; 1MU6; 1MU8; 1MUE; 1NM6; 1NO9; 1NRN; 1NRO; 1NRP; 1NRQ; 1NRR; 1NRS; 1NT1; 1NU7; 1NU9; 1NY2; 1NZQ; 1O0D; 1O2G; 1O5G; 1OOK; 1OYT; 1P8V; 1PPB; 1QBV; 1QHR; 1QJ1; 1QJ6; 1QJ7; 1QUR; 1RD3; 1RIW; 1SB1; 1SFQ; 1SG8; 1SGI; 1SHH; 1SL3; 1SR5; 1T4U; 1T4V; 1TA2; 1TA6; 1TB6; 1TBZ; 1THP; 1THR; 1THS; 1TMB; 1TMT; 1TMU; 1TOM; 1TQ0; 1TQ7; 1TWX; 1UMA; 1UVS; 1VR1; 1VZQ; 1W7G; 1WAY; 1WBG; 1XM1; 1XMN; 1YPE; 1YPG; 1YPJ; 1YPK; 1YPL; 1YPM; 1Z71; 1Z8I; 1Z8J; 1ZGI; 1ZGV; 1ZRB; 2A0Q; 2A2X; 2A45; 2AFQ; 2ANK; 2ANM; 2B5T; 2BDY; 2BVR; 2BVS; 2BVX; 2BXT; 2BXU; 2C8W; 2C8X; 2C8Y; 2C8Z; 2C90; 2C93; 2CF8; 2CF9; 2CN0; 2FEQ; 2FES; 2GDE; 2GP9; 2H9T; 2HGT; 2HNT; 2HPP; 2HPQ; 2HWL; 2JH0; 2JH5; 2JH6; 2OD3; 2PGB; 2PGQ; 2PKS; 2PW8; 2R2M; 2THF; 2UUF; 2UUJ; 2UUK; 2V3H; 2V3O; 2ZC9; 2ZDA; 2ZDV; 2ZF0; 2ZFF; 2ZFP; 2ZFQ; 2ZFR; 2ZG0; 2ZGB; 2ZGX; 2ZHE; 2ZHF; 2ZHQ; 2ZHW; 2ZI2; 2ZIQ; 2ZNK; 2ZO3; 3B23; 3B9F; 3BEF; 3BEI; 3BF6; 3BIU; 3BIV; 3BV9; 3C1K; 3C27; 3D49; 3DA9; 3DD2; 3DHK; 3DT0; 3DUX; 3E6P; 3EE0; 3EGK; 3EQ0; 3F68; 3GIC; 3GIS; 3HAT; 3HKJ; 3HTC; 3JZ1; 3JZ2; 3K65; 3LDX; 3LU9; 3NXP; 3P17; 3P6Z; 3P70; 3PMH; 3PO1; 3QDZ; 3QGN; 3QLP; 3QTO; 3QTV; 3QWC; 3QX5; 3R3G; 3RLW; 3RLY; 3RM0; 3RM2; 3RML; 3RMM; 3RMN; 3RMO; 3S7H; 3S7K; 3SHA; 3SHC; 3SI3; 3SI4; 3SQE; 3SQH; 3SV2; 3T5F; 3TU7; 3U69; 3U8O; 3U8R; 3U8T; 3U98; 3U9A; 3UTU; 3UWJ; 3VXE; 3VXF; 4AX9; 4AYV; 4AYY; 4AZ2; 4BAH; 4BAK; 4BAM; 4BAN; 4BAO; 4BAQ; 4BOH; 4CH2; 4CH8; 4DIH; 4DII; 4DT7; 4DY7; 4E05; 4E06; 4E7R; 4H6S; 4H6T; 4HFP; 4HTC; 4HZH; 4I7Y; 4LOY; 4LXB; 4LZ1; 4LZ4; 4MLF; 4N3L; 4NZE; 4NZQ; 4O03; 4RKJ; 4RKO; 4RN6; 4THN; 4UD9; 4UDW; 4UE7; 4UEH; 4YES; 5AF9; 5AFY; 5AFZ; 5AHG; 5E8E; 5GDS; 7KME; 8KME,,F2,HGNC:3535,Humans,DB00170
51,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,HSD3B1,306889,M27137,P14060,3BHS1_HUMAN,"",,HSD3B1,HGNC:5217,Humans,DB00157
52,Cationic amino acid transporter 4,SLC7A4,4378940,AJ000730,O43246,CTR4_HUMAN,"",,SLC7A4,HGNC:11062,Humans,DB00123; DB00125
55,Glycine receptor subunit beta,GLRB,992687,U33267,P48167,GLRB_HUMAN,"",,GLRB,HGNC:4329,Humans,DB00145
58,Matrix metalloproteinase-9,MMP9,177205,J05070,P14780,MMP9_HUMAN,1GKC; 1GKD; 1ITV; 1L6J; 1LKG; 2OVX; 2OVZ; 2OW0; 2OW1; 2OW2; 4H1Q; 4H2E; 4H3X; 4H82; 4HMA; 4JIJ; 4JQG; 4WZV; 4XCT,,MMP9,HGNC:7176,Humans,DB00143
59,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,HSD3B2,184401,M67466,P26439,3BHS2_HUMAN,"",,HSD3B2,HGNC:5218,Humans,DB00157
60,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,190786,M24486,P13674,P4HA1_HUMAN,1TJC; 2V5F; 2YQ8; 4BT8; 4BT9; 4BTA; 4BTB,,P4HA1,HGNC:8546,Humans,DB00126; DB00172
63,"Serine--tRNA ligase, cytoplasmic",SARS,1050527,X91257,P49591,SYSC_HUMAN,3VBB; 4L87; 4RQE; 4RQF,,SARS,HGNC:10537,Humans,DB00133
65,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",DLAT,35360,Y00978,P10515,ODP2_HUMAN,1FYC; 1Y8N; 1Y8O; 1Y8P; 2DNE; 2PNR; 2Q8I; 3B8K; 3CRK; 3CRL,,DLAT,HGNC:2896,Humans,DB00157
67,"Nitric oxide synthase, brain",NOS1,642526,U17327,P29475,NOS1_HUMAN,4D1N; 4UCH; 4UH5; 4UH6; 4V3U; 5ADF; 5ADG; 5ADI,,NOS1,HGNC:7872,Humans,DB00155
68,L-lactate dehydrogenase B chain,LDHB,1200083,X13794,P07195,LDHB_HUMAN,1I0Z; 1T2F,,LDHB,HGNC:6541,Humans,DB00157
71,Peroxisome proliferator-activated receptor alpha,PPARA,307341,L02932,Q07869,PPARA_HUMAN,1I7G; 1K7L; 1KKQ; 2NPA; 2P54; 2REW; 2ZNN; 3ET1; 3FEI; 3G8I; 3KDT; 3KDU; 3SP6; 3VI8; 4BCR; 4CI4,,PPARA,HGNC:9232,Humans,DB00132; DB00159; DB01708; DB11133; DB13961
72,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,10934059,AB050049,Q9HCC0,MCCB_HUMAN,"",,MCCC2,HGNC:6937,Humans,DB00121
73,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",AASS,7264724,AF229180,Q9UDR5,AASS_HUMAN,"",,AASS,HGNC:17366,Humans,DB00142; DB00157
76,SEC14-like protein 4,SEC14L4,27803380,AY158085,Q9UDX3,S14L4_HUMAN,4TLG,,SEC14L4,HGNC:20627,Humans,DB00163
78,Retinoic acid receptor RXR-beta,RXRB,30448,X63522,P28702,RXRB_HUMAN,1H9U; 1UHL,,RXRB,HGNC:10478,Humans,DB00755
79,Cysteine sulfinic acid decarboxylase,CSAD,4894558,AF116546,Q9Y600,CSAD_HUMAN,2JIS,,CSAD,HGNC:18966,Humans,DB00114; DB00151
81,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,4191348,AF087661,O95299,NDUAA_HUMAN,"",,NDUFA10,HGNC:7684,Humans,DB00157
82,Creatine kinase B-type,CKB,180572,M16451,P12277,KCRB_HUMAN,3B6R; 3DRB; 3DRE,,CKB,HGNC:1991,Humans,DB00148; DB13191
86,Histidine ammonia-lyase,HAL,451210,D16626,P42357,HUTH_HUMAN,"",,HAL,HGNC:4806,Humans,DB00117
87,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,190074,L06419,Q02809,PLOD1_HUMAN,"",,PLOD1,HGNC:9081,Humans,DB00126
88,Pyruvate kinase PKM,PKM,189998,M23725,P14618,KPYM_HUMAN,1T5A; 1ZJH; 3BJF; 3BJT; 3G2G; 3GQY; 3GR4; 3H6O; 3ME3; 3SRD; 3SRF; 3SRH; 3U2Z; 4B2D; 4FXF; 4FXJ; 4G1N; 4JPG; 4QG6; 4QG8; 4QG9; 4QGC; 4RPP; 4WJ8,,PKM2,HGNC:9021,Humans,DB00119
89,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,NDUFS5,2911482,AF047434,O43920,NDUS5_HUMAN,"",,NDUFS5,HGNC:7712,Humans,DB00157
93,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUFS6,3348137,AF044959,O75380,NDUS6_HUMAN,"",,NDUFS6,HGNC:7713,Humans,DB00157
94,Sodium-dependent multivitamin transporter,SLC5A6,5006439,AF116241,Q9Y289,SC5A6_HUMAN,"",,SLC5A6,HGNC:11041,Humans,DB00166
96,Methylsterol monooxygenase 1,MSMO1,1408206,U60205,Q15800,MSMO1_HUMAN,"",,SC4MOL,HGNC:10545,Humans,DB00157
98,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,189760,M34479,P11177,ODPB_HUMAN,1NI4; 2OZL; 3EXE; 3EXF; 3EXG; 3EXH; 3EXI,,PDHB,HGNC:8808,Humans,DB00119; DB00157
100,L-lactate dehydrogenase A-like 6B,LDHAL6B,12331000,AY009108,Q9BYZ2,LDH6B_HUMAN,"",,LDHAL6B,HGNC:21481,Humans,DB00157
101,S-adenosylmethionine decarboxylase proenzyme,AMD1,178518,M21154,P17707,DCAM_HUMAN,1I72; 1I79; 1I7B; 1I7C; 1I7M; 1JEN; 1JL0; 1MSV; 3DZ2; 3DZ3; 3DZ4; 3DZ5; 3DZ6; 3DZ7; 3EP3; 3EP4; 3EP5; 3EP6; 3EP7; 3EP8; 3EP9; 3EPA; 3EPB; 3H0V; 3H0W,,AMD1,HGNC:457,Humans,DB00118
102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,12406973,AJ292204,Q9BYV1,AGT2_HUMAN,"",,AGXT2,HGNC:14412,Humans,DB00114; DB00119; DB00145; DB00160
109,N-acylglucosamine 2-epimerase,RENBP,220053,D10232,P51606,RENBP_HUMAN,"",,RENBP,HGNC:9959,Humans,DB00141
115,Adenine phosphoribosyltransferase,APRT,28819,Y00486,P07741,APT_HUMAN,1OPU; 1ORE; 1ZN7; 1ZN8; 1ZN9,,APRT,HGNC:626,Humans,DB00173; DB04272
118,Synaptic vesicular amine transporter,SLC18A2,292335,L09118,Q05940,VMAT2_HUMAN,"",,SLC18A2,HGNC:10935,Humans,DB01363; DB08839
119,ATP-binding cassette sub-family A member 1,ABCA1,9247086,AF275948,O95477,ABCA1_HUMAN,"",,ABCA1,HGNC:29,Humans,DB00171
123,Estrogen receptor,ESR1,31234,X03635,P03372,ESR1_HUMAN,1A52; 1AKF; 1ERE; 1ERR; 1G50; 1GWQ; 1GWR; 1HCP; 1HCQ; 1L2I; 1PCG; 1QKT; 1QKU; 1R5K; 1SJ0; 1UOM; 1X7E; 1X7R; 1XP1; 1XP6; 1XP9; 1XPC; 1XQC; 1YIM; 1YIN; 1ZKY; 2AYR; 2B1V; 2B1Z; 2B23; 2BJ4; 2FAI; 2G44; 2G5O; 2I0J; 2IOG; 2IOK; 2JF9; 2JFA; 2LLO; 2LLQ; 2OCF; 2OUZ; 2P15; 2POG; 2Q6J; 2Q70; 2QA6; 2QA8; 2QAB; 2QE4; 2QGT; 2QGW; 2QH6; 2QR9; 2QSE; 2QXM; 2QXS; 2QZO; 2R6W; 2R6Y; 2YAT; 2YJA; 3CBM; 3CBO; 3CBP; 3DT3; 3ERD; 3ERT; 3HLV; 3HM1; 3L03; 3OS8; 3OS9; 3OSA; 3Q95; 3Q97; 3UU7; 3UUA; 3UUC; 3UUD; 4AA6; 4DMA; 4IU7; 4IUI; 4IV2; 4IV4; 4IVW; 4IVY; 4IW6; 4IW8; 4IWC; 4IWF; 4JC3; 4JDD; 4MG5; 4MG6; 4MG7; 4MG8; 4MG9; 4MGA; 4MGB; 4MGC; 4MGD; 4O6F; 4PP6; 4PPP; 4PPS; 4PXM; 4Q13; 4Q50; 4TUZ; 4TV1; 4ZN9; 5AAU; 5AAV; 5AK2,,ESR1,HGNC:3467,Humans,DB01065; DB01708
126,Aldo-keto reductase family 1 member C1,AKR1C1,181549,M86609,Q04828,AK1C1_HUMAN,1MRQ; 3C3U; 3GUG; 3NTY,,AKR1C1,HGNC:384,Humans,DB00157
128,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,,AC007130,P31937,3HIDH_HUMAN,2GF2; 2I9P,,HIBADH,HGNC:4907,Humans,DB00157
131,Corticosteroid 11-beta-dehydrogenase isozyme 2,HSD11B2,565082,U14631,P80365,DHI2_HUMAN,"",,HSD11B2,HGNC:5209,Humans,DB00157
132,Androgen receptor,AR,178628,M20132,P10275,ANDR_HUMAN,1E3G; 1GS4; 1T5Z; 1T63; 1T65; 1XJ7; 1XOW; 1XQ3; 1Z95; 2AM9; 2AMA; 2AMB; 2AO6; 2AX6; 2AX7; 2AX8; 2AX9; 2AXA; 2HVC; 2OZ7; 2PIO; 2PIP; 2PIQ; 2PIR; 2PIT; 2PIU; 2PIV; 2PIW; 2PIX; 2PKL; 2PNU; 2Q7I; 2Q7J; 2Q7K; 2Q7L; 2YHD; 2YLO; 2YLP; 2YLQ; 2Z4J; 3B5R; 3B65; 3B66; 3B67; 3B68; 3BTR; 3L3X; 3L3Z; 3RLJ; 3RLL; 3V49; 3V4A; 3ZQT; 4HLW; 4K7A; 4OEA; 4OED; 4OEY; 4OEZ; 4OFR; 4OFU; 4OGH; 4OH5; 4OH6; 4OHA; 4OIL; 4OIU; 4OJ9; 4OJB; 4OK1; 4OKB; 4OKT; 4OKW; 4OKX; 4OLM; 4QL8; 4U4K,,AR,HGNC:644,Humans,DB01708
133,"Aldehyde dehydrogenase, mitochondrial",ALDH2,28606,X05409,P05091,ALDH2_HUMAN,1CW3; 1NZW; 1NZX; 1NZZ; 1O00; 1O01; 1O02; 1O04; 1O05; 1ZUM; 2ONM; 2ONN; 2ONO; 2ONP; 2VLE; 3INJ; 3INL; 3N80; 3N81; 3N82; 3N83; 3SZ9; 4FQF; 4FR8; 4KWF; 4KWG,,ALDH2,HGNC:404,Humans,DB00157
135,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,797410,S74728,P49419,AL7A1_HUMAN,2J6L; 4X0T; 4X0U; 4ZUK; 4ZUL; 4ZVW; 4ZVX; 4ZVY,,ALDH7A1,HGNC:877,Humans,DB00157
136,Cationic amino acid transporter 3,SLC7A3,17224957,AF320612,Q8WY07,CTR3_HUMAN,"",,SLC7A3,HGNC:11061,Humans,DB00123; DB00125
137,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,188852,M22538,P19404,NDUV2_HUMAN,"",,NDUFV2,HGNC:7717,Humans,DB00157
138,Dopamine beta-hydroxylase,DBH,30474,X13255,P09172,DOPO_HUMAN,"",,DBH,HGNC:2689,Humans,DB00126
139,AFG3-like protein 2,AFG3L2,5457357,Y18314,Q9Y4W6,AFG32_HUMAN,2LNA,,AFG3L2,HGNC:315,Humans,DB00171
144,Retinoic acid receptor gamma,RARG,306887,M24857,P13631,RARG_HUMAN,1EXA; 1EXX; 1FCX; 1FCY; 1FCZ; 1FD0; 2LBD; 3LBD; 4LBD,,RARG,HGNC:9866,Humans,DB00755
148,"NAD-dependent malic enzyme, mitochondrial",ME2,187300,M55905,P23368,MAOM_HUMAN,1DO8; 1EFK; 1EFL; 1GZ3; 1GZ4; 1PJ2; 1PJ3; 1PJ4; 1PJL; 1QR6,,ME2,HGNC:6984,Humans,DB00157
149,L-lactate dehydrogenase C chain,LDHC,307120,J02938,P07864,LDHC_HUMAN,"",,LDHC,HGNC:6544,Humans,DB00157
151,"Cysteine desulfurase, mitochondrial",NFS1,24042327,AF097025,Q9Y697,NFS1_HUMAN,"",,NFS1,HGNC:15910,Humans,DB00114; DB00151; DB00160
152,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,3766467,Y11192,P51649,SSDH_HUMAN,2W8N; 2W8O; 2W8P; 2W8Q; 2W8R,,ALDH5A1,HGNC:408,Humans,DB00139; DB00157
156,Sigma non-opioid intracellular receptor 1,SIGMAR1,1783387,U75283,Q99720,SGMR1_HUMAN,"",,OPRS1,HGNC:8157,Humans,DB01708
157,Thiamin pyrophosphokinase 1,TPK1,12248915,AB028138,Q9H3S4,TPK1_HUMAN,1OLY; 3S4Y,,TPK1,HGNC:17358,Humans,DB00152
159,Biotin--protein ligase,HLCS,577625,D23672,P50747,BPL1_HUMAN,"",,HLCS,HGNC:4976,Humans,DB00121
160,NADH-cytochrome b5 reductase 3,CYB5R3,553600,M28713,P00387,NB5R3_HUMAN,1M91; 1UMK,,CYB5R3,HGNC:2873,Humans,DB00157
161,D-3-phosphoglycerate dehydrogenase,PHGDH,2674062,AF006043,O43175,SERA_HUMAN,2G76,,PHGDH,HGNC:8923,Humans,DB00157
162,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,531241,D10523,Q02218,ODO1_HUMAN,3ERY,,OGDH,HGNC:8124,Humans,DB00157
163,Vascular endothelial growth factor A,VEGFA,181971,M32977,P15692,VEGFA_HUMAN,1BJ1; 1CZ8; 1FLT; 1KAT; 1KMX; 1MJV; 1MKG; 1MKK; 1QTY; 1TZH; 1TZI; 1VGH; 1VPF; 1VPP; 2FJG; 2FJH; 2QR0; 2VGH; 2VPF; 3BDY; 3P9W; 3QTK; 3S1B; 3S1K; 3V2A; 4DEQ; 4GLN; 4GLS; 4KZN; 4QAF; 4WPB; 4ZFF,,VEGF,HGNC:12680,Humans,DB09301
164,L-serine dehydratase/L-threonine deaminase,SDS,338030,J05037,P20132,SDHL_HUMAN,1P5J; 4H27,,SDS,HGNC:10691,Humans,DB00114; DB00133
166,Glutamate--cysteine ligase catalytic subunit,GCLC,183039,M90656,P48506,GSH1_HUMAN,"",,GCLC,HGNC:4311,Humans,DB00142; DB00151
169,Cytochrome c oxidase subunit NDUFA4,NDUFA4,1946692,U94586,O00483,NDUA4_HUMAN,"",,NDUFA4,HGNC:7687,Humans,DB00157
171,"Creatine kinase U-type, mitochondrial",CKMT1A,180590,J04469,P12532,KCRU_HUMAN,1QK1,,CKMT1A,HGNC:31736,Humans,DB00148; DB13191
172,Beta-1 adrenergic receptor,ADRB1,178200,J03019,P08588,ADRB1_HUMAN,2LSQ,,ADRB1,HGNC:285,Humans,DB00127; DB01363
173,NADH dehydrogenase [ubiquinone] 1 subunit C2,NDUFC2,4191346,AF087659,O95298,NDUC2_HUMAN,"",,NDUFC2,HGNC:7706,Humans,DB00157
174,Monocarboxylate transporter 7,SLC16A6,2463632,U79745,O15403,MOT7_HUMAN,"",,SLC16A6,HGNC:10927,Humans,DB00119
175,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH1,177198,M93107,Q02338,BDH_HUMAN,"",,BDH1,HGNC:1027,Humans,DB00157
176,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,506338,D30648,P31040,SDHA_HUMAN,"",,SDHA,HGNC:10680,Humans,DB09270
178,Monocarboxylate transporter 8,SLC16A2,458255,U05321,P36021,MOT8_HUMAN,"",,SLC16A2,HGNC:10923,Humans,DB00119
180,"Glutamate dehydrogenase 1, mitochondrial",GLUD1,31707,X07674,P00367,DHE3_HUMAN,1L1F; 1NR1,,GLUD1,HGNC:4335,Humans,DB00142; DB00157
181,Pyridoxine-5'-phosphate oxidase,PNPO,21728336,AF468030,Q9NVS9,PNPO_HUMAN,1NRG; 3HY8,,PNPO,HGNC:30260,Humans,DB00114
184,3-keto-steroid reductase,HSD17B7,6721095,AF098786,P56937,DHB7_HUMAN,"",,HSD17B7,HGNC:5215,Humans,DB00157
185,Glutathione synthetase,GSS,886284,L42531,P48637,GSHB_HUMAN,2HGS,,GSS,HGNC:4624,Humans,DB00143; DB00145; DB00151
187,Aspartoacylase,ASPA,455834,S67156,P45381,ACY2_HUMAN,2I3C; 2O4H; 2O53; 2Q51; 4MRI; 4MXU; 4NFR; 4TNU,,ASPA,HGNC:756,Humans,DB00128
188,Bifunctional glutamate/proline--tRNA ligase,EPRS,31958,X54326,P07814,SYEP_HUMAN,1FYJ; 4HVC; 4K86; 4K87; 4K88; 5A34; 5BMU,,EPRS,HGNC:3418,Humans,DB00142; DB00172
189,Scavenger receptor class B member 1,SCARB1,397607,Z22555,Q8WTV0,SCRB1_HUMAN,"",,SCARB1,HGNC:1664,Humans,DB00144
191,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,3337441,AF067139,O75489,NDUS3_HUMAN,"",,NDUFS3,HGNC:7710,Humans,DB00157
193,Aldehyde dehydrogenase family 3 member B2,ALDH3B2,1051281,U37519,P48448,AL3B2_HUMAN,"",,ALDH3B2,HGNC:411,Humans,DB00157
194,Estradiol 17-beta-dehydrogenase 1,HSD17B1,23365,X13440,P14061,DHB1_HUMAN,1A27; 1BHS; 1DHT; 1EQU; 1FDS; 1FDT; 1FDU; 1FDV; 1FDW; 1I5R; 1IOL; 1JTV; 1QYV; 1QYW; 1QYX; 3DEY; 3DHE; 3HB4; 3HB5; 3KLM; 3KLP; 3KM0,,HSD17B1,HGNC:5210,Humans,DB00157
195,Monocarboxylate transporter 5,SLC16A4,2463628,U59185,O15374,MOT5_HUMAN,"",,SLC16A4,HGNC:10925,Humans,DB00119
196,NADH-ubiquinone oxidoreductase chain 3,MT-ND3,506832,J01415,P03897,NU3M_HUMAN,"",,MT-ND3,HGNC:7458,Humans,DB00157
