ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
47,Solute carrier family 12 member 5,SLC12A5,12003227,AF208159,Q9H2X9,S12A5_HUMAN,"",,SLC12A5,HGNC:13818,Humans,DB00761
48,Prothrombin,F2,339641,M17262,P00734,THRB_HUMAN,1A2C; 1A3B; 1A3E; 1A46; 1A4W; 1A5G; 1A61; 1ABI; 1ABJ; 1AD8; 1AE8; 1AFE; 1AHT; 1AI8; 1AIX; 1AWF; 1AWH; 1AY6; 1B5G; 1B7X; 1BA8; 1BB0; 1BCU; 1BHX; 1BMM; 1BMN; 1BTH; 1C1U; 1C1V; 1C1W; 1C4U; 1C4V; 1C4Y; 1C5L; 1C5N; 1C5O; 1CA8; 1D3D; 1D3P; 1D3Q; 1D3T; 1D4P; 1D6W; 1D9I; 1DE7; 1DIT; 1DM4; 1DOJ; 1DWB; 1DWC; 1DWD; 1DWE; 1DX5; 1E0F; 1EB1; 1EOJ; 1EOL; 1FPC; 1FPH; 1G30; 1G32; 1G37; 1GHV; 1GHW; 1GHX; 1GHY; 1GJ4; 1GJ5; 1H8D; 1H8I; 1HAG; 1HAH; 1HAI; 1HAO; 1HAP; 1HBT; 1HDT; 1HGT; 1HLT; 1HUT; 1HXE; 1HXF; 1IHS; 1IHT; 1JMO; 1JOU; 1JWT; 1K21; 1K22; 1KTS; 1KTT; 1LHC; 1LHD; 1LHE; 1LHF; 1LHG; 1MH0; 1MU6; 1MU8; 1MUE; 1NM6; 1NO9; 1NRN; 1NRO; 1NRP; 1NRQ; 1NRR; 1NRS; 1NT1; 1NU7; 1NU9; 1NY2; 1NZQ; 1O0D; 1O2G; 1O5G; 1OOK; 1OYT; 1P8V; 1PPB; 1QBV; 1QHR; 1QJ1; 1QJ6; 1QJ7; 1QUR; 1RD3; 1RIW; 1SB1; 1SFQ; 1SG8; 1SGI; 1SHH; 1SL3; 1SR5; 1T4U; 1T4V; 1TA2; 1TA6; 1TB6; 1TBZ; 1THP; 1THR; 1THS; 1TMB; 1TMT; 1TMU; 1TOM; 1TQ0; 1TQ7; 1TWX; 1UMA; 1UVS; 1VR1; 1VZQ; 1W7G; 1WAY; 1WBG; 1XM1; 1XMN; 1YPE; 1YPG; 1YPJ; 1YPK; 1YPL; 1YPM; 1Z71; 1Z8I; 1Z8J; 1ZGI; 1ZGV; 1ZRB; 2A0Q; 2A2X; 2A45; 2AFQ; 2ANK; 2ANM; 2B5T; 2BDY; 2BVR; 2BVS; 2BVX; 2BXT; 2BXU; 2C8W; 2C8X; 2C8Y; 2C8Z; 2C90; 2C93; 2CF8; 2CF9; 2CN0; 2FEQ; 2FES; 2GDE; 2GP9; 2H9T; 2HGT; 2HNT; 2HPP; 2HPQ; 2HWL; 2JH0; 2JH5; 2JH6; 2OD3; 2PGB; 2PGQ; 2PKS; 2PW8; 2R2M; 2THF; 2UUF; 2UUJ; 2UUK; 2V3H; 2V3O; 2ZC9; 2ZDA; 2ZDV; 2ZF0; 2ZFF; 2ZFP; 2ZFQ; 2ZFR; 2ZG0; 2ZGB; 2ZGX; 2ZHE; 2ZHF; 2ZHQ; 2ZHW; 2ZI2; 2ZIQ; 2ZNK; 2ZO3; 3B23; 3B9F; 3BEF; 3BEI; 3BF6; 3BIU; 3BIV; 3BV9; 3C1K; 3C27; 3D49; 3DA9; 3DD2; 3DHK; 3DT0; 3DUX; 3E6P; 3EE0; 3EGK; 3EQ0; 3F68; 3GIC; 3GIS; 3HAT; 3HKJ; 3HTC; 3JZ1; 3JZ2; 3K65; 3LDX; 3LU9; 3NXP; 3P17; 3P6Z; 3P70; 3PMH; 3PO1; 3QDZ; 3QGN; 3QLP; 3QTO; 3QTV; 3QWC; 3QX5; 3R3G; 3RLW; 3RLY; 3RM0; 3RM2; 3RML; 3RMM; 3RMN; 3RMO; 3S7H; 3S7K; 3SHA; 3SHC; 3SI3; 3SI4; 3SQE; 3SQH; 3SV2; 3T5F; 3TU7; 3U69; 3U8O; 3U8R; 3U8T; 3U98; 3U9A; 3UTU; 3UWJ; 3VXE; 3VXF; 4AX9; 4AYV; 4AYY; 4AZ2; 4BAH; 4BAK; 4BAM; 4BAN; 4BAO; 4BAQ; 4BOH; 4CH2; 4CH8; 4DIH; 4DII; 4DT7; 4DY7; 4E05; 4E06; 4E7R; 4H6S; 4H6T; 4HFP; 4HTC; 4HZH; 4I7Y; 4LOY; 4LXB; 4LZ1; 4LZ4; 4MLF; 4N3L; 4NZE; 4NZQ; 4O03; 4RKJ; 4RKO; 4RN6; 4THN; 4UD9; 4UDW; 4UE7; 4UEH; 4YES; 5AF9; 5AFY; 5AFZ; 5AHG; 5E8E; 5GDS; 7KME; 8KME,,F2,HGNC:3535,Humans,DB00001; DB00055; DB04898
51,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,HSD3B1,306889,M27137,P14060,3BHS1_HUMAN,"",,HSD3B1,HGNC:5217,Humans,DB01108
55,Glycine receptor subunit beta,GLRB,992687,U33267,P48167,GLRB_HUMAN,"",,GLRB,HGNC:4329,Humans,DB00431
59,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,HSD3B2,184401,M67466,P26439,3BHS2_HUMAN,"",,HSD3B2,HGNC:5218,Humans,DB01108
66,B-lymphocyte antigen CD20,MS4A1,29774,X12530,P11836,CD20_HUMAN,1S8B; 2OSL; 3BKY; 3PP4,,MS4A1,HGNC:7315,Humans,DB09336
71,Peroxisome proliferator-activated receptor alpha,PPARA,307341,L02932,Q07869,PPARA_HUMAN,1I7G; 1K7L; 1KKQ; 2NPA; 2P54; 2REW; 2ZNN; 3ET1; 3FEI; 3G8I; 3KDT; 3KDU; 3SP6; 3VI8; 4BCR; 4CI4,,PPARA,HGNC:9232,Humans,DB00197
75,Growth hormone receptor,GHR,31738,X06562,P10912,GHR_HUMAN,1A22; 1AXI; 1HWG; 1HWH; 1KF9; 2AEW; 3HHR,,GHR,HGNC:4263,Humans,DB09098
78,Retinoic acid receptor RXR-beta,RXRB,30448,X63522,P28702,RXRB_HUMAN,1H9U; 1UHL,,RXRB,HGNC:10478,Humans,DB00926
84,5-hydroxytryptamine receptor 4,HTR4,2661757,Y12505,Q13639,5HT4R_HUMAN,"",,HTR4,HGNC:5299,Humans,DB00604; DB00904; DB01079
88,Pyruvate kinase PKM,PKM,189998,M23725,P14618,KPYM_HUMAN,1T5A; 1ZJH; 3BJF; 3BJT; 3G2G; 3GQY; 3GR4; 3H6O; 3ME3; 3SRD; 3SRF; 3SRH; 3U2Z; 4B2D; 4FXF; 4FXJ; 4G1N; 4JPG; 4QG6; 4QG8; 4QG9; 4QGC; 4RPP; 4WJ8,,PKM2,HGNC:9021,Humans,DB08951
90,Potassium voltage-gated channel subfamily H member 2,KCNH2,487738,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 4HP9; 4HQA,,KCNH2,HGNC:6251,Humans,DB00342; DB00604; DB00637; DB00679; DB01149; DB01195; DB01244; DB06144; DB11186
92,Muscarinic acetylcholine receptor M1,CHRM1,34451,X52068,P11229,ACM1_HUMAN,"",,CHRM1,HGNC:1950,Humans,DB00342; DB00505; DB00767; DB00875; DB01231; DB01239; DB09185
112,Histamine H2 receptor,HRH2,184088,M64799,P25021,HRH2_HUMAN,"",,HRH2,HGNC:5183,Humans,DB00863; DB09185
114,D-lactate dehydrogenase,dld,145753,M10038,P06149,DLD_ECOLI,1F0X,,,,Escherichia coli (strain K12),DB00756
118,Synaptic vesicular amine transporter,SLC18A2,292335,L09118,Q05940,VMAT2_HUMAN,"",,SLC18A2,HGNC:10935,Humans,DB00206; DB01577; DB04821
123,Estrogen receptor,ESR1,31234,X03635,P03372,ESR1_HUMAN,1A52; 1AKF; 1ERE; 1ERR; 1G50; 1GWQ; 1GWR; 1HCP; 1HCQ; 1L2I; 1PCG; 1QKT; 1QKU; 1R5K; 1SJ0; 1UOM; 1X7E; 1X7R; 1XP1; 1XP6; 1XP9; 1XPC; 1XQC; 1YIM; 1YIN; 1ZKY; 2AYR; 2B1V; 2B1Z; 2B23; 2BJ4; 2FAI; 2G44; 2G5O; 2I0J; 2IOG; 2IOK; 2JF9; 2JFA; 2LLO; 2LLQ; 2OCF; 2OUZ; 2P15; 2POG; 2Q6J; 2Q70; 2QA6; 2QA8; 2QAB; 2QE4; 2QGT; 2QGW; 2QH6; 2QR9; 2QSE; 2QXM; 2QXS; 2QZO; 2R6W; 2R6Y; 2YAT; 2YJA; 3CBM; 3CBO; 3CBP; 3DT3; 3ERD; 3ERT; 3HLV; 3HM1; 3L03; 3OS8; 3OS9; 3OSA; 3Q95; 3Q97; 3UU7; 3UUA; 3UUC; 3UUD; 4AA6; 4DMA; 4IU7; 4IUI; 4IV2; 4IV4; 4IVW; 4IVY; 4IW6; 4IW8; 4IWC; 4IWF; 4JC3; 4JDD; 4MG5; 4MG6; 4MG7; 4MG8; 4MG9; 4MGA; 4MGB; 4MGC; 4MGD; 4O6F; 4PP6; 4PPP; 4PPS; 4PXM; 4Q13; 4Q50; 4TUZ; 4TV1; 4ZN9; 5AAU; 5AAV; 5AK2,,ESR1,HGNC:3467,Humans,DB00255; DB00269; DB00431; DB00756; DB01108; DB04824; DB07931
125,Interleukin-3,IL3,307059,M14743,P08700,IL3_HUMAN,1JLI,,IL3,HGNC:6011,Humans,DB01025
126,Aldo-keto reductase family 1 member C1,AKR1C1,181549,M86609,Q04828,AK1C1_HUMAN,1MRQ; 3C3U; 3GUG; 3NTY,,AKR1C1,HGNC:384,Humans,DB07931
129,Gamma-aminobutyric acid receptor subunit rho-1,GABRR1,182911,M62400,P24046,GBRR1_HUMAN,"",,GABRR1,HGNC:4090,Humans,DB00431
132,Androgen receptor,AR,178628,M20132,P10275,ANDR_HUMAN,1E3G; 1GS4; 1T5Z; 1T63; 1T65; 1XJ7; 1XOW; 1XQ3; 1Z95; 2AM9; 2AMA; 2AMB; 2AO6; 2AX6; 2AX7; 2AX8; 2AX9; 2AXA; 2HVC; 2OZ7; 2PIO; 2PIP; 2PIQ; 2PIR; 2PIT; 2PIU; 2PIV; 2PIW; 2PIX; 2PKL; 2PNU; 2Q7I; 2Q7J; 2Q7K; 2Q7L; 2YHD; 2YLO; 2YLP; 2YLQ; 2Z4J; 3B5R; 3B65; 3B66; 3B67; 3B68; 3BTR; 3L3X; 3L3Z; 3RLJ; 3RLL; 3V49; 3V4A; 3ZQT; 4HLW; 4K7A; 4OEA; 4OED; 4OEY; 4OEZ; 4OFR; 4OFU; 4OGH; 4OH5; 4OH6; 4OHA; 4OIL; 4OIU; 4OJ9; 4OJB; 4OK1; 4OKB; 4OKT; 4OKW; 4OKX; 4OLM; 4QL8; 4U4K,,AR,HGNC:644,Humans,DB00255; DB01420
140,Solute carrier family 12 member 6,SLC12A6,6693798,AF116242,Q9UHW9,S12A6_HUMAN,"",,SLC12A6,HGNC:10914,Humans,DB00761
144,Retinoic acid receptor gamma,RARG,306887,M24857,P13631,RARG_HUMAN,1EXA; 1EXX; 1FCX; 1FCY; 1FCZ; 1FD0; 2LBD; 3LBD; 4LBD,,RARG,HGNC:9866,Humans,DB00926
145,D(1B) dopamine receptor,DRD5,32049,X58454,P21918,DRD5_HUMAN,"",,DRD5,HGNC:3026,Humans,DB01038; DB01186; DB01200
152,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,3766467,Y11192,P51649,SSDH_HUMAN,2W8N; 2W8O; 2W8P; 2W8Q; 2W8R,,ALDH5A1,HGNC:408,Humans,DB00534
156,Sigma non-opioid intracellular receptor 1,SIGMAR1,1783387,U75283,Q99720,SGMR1_HUMAN,"",,OPRS1,HGNC:8157,Humans,DB00409; DB00574; DB11186
162,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,531241,D10523,Q02218,ODO1_HUMAN,3ERY,,OGDH,HGNC:8124,Humans,DB09092
172,Beta-1 adrenergic receptor,ADRB1,178200,J03019,P08588,ADRB1_HUMAN,2LSQ,,ADRB1,HGNC:285,Humans,DB00187; DB00397; DB00866
177,Sodium channel protein type 10 subunit alpha,SCN10A,4838145,AF117907,Q9Y5Y9,SCNAA_HUMAN,"",,SCN10A,HGNC:10582,Humans,DB00473
180,"Glutamate dehydrogenase 1, mitochondrial",GLUD1,31707,X07674,P00367,DHE3_HUMAN,1L1F; 1NR1,,GLUD1,HGNC:4335,Humans,DB00756
193,Aldehyde dehydrogenase family 3 member B2,ALDH3B2,1051281,U37519,P48448,AL3B2_HUMAN,"",,ALDH3B2,HGNC:411,Humans,DB09116
197,Sodium channel protein type 5 subunit alpha,SCN5A,184039,M77235,Q14524,SCN5A_HUMAN,2KBI; 2L53; 4DCK; 4DJC; 4JQ0; 4OVN,,SCN5A,HGNC:10593,Humans,DB00473; DB00532; DB00680; DB01195; DB01228
203,Gonadotropin-releasing hormone receptor,GNRHR,183422,L03380,P30968,GNRHR_HUMAN,"",,GNRHR,HGNC:4421,Humans,DB00106; DB06788
206,Retinoic acid receptor beta,RARB,35883,X07282,P10826,RARB_HUMAN,1HRA; 1XAP; 4DM6; 4DM8; 4JYG; 4JYH; 4JYI,,RARB,HGNC:9865,Humans,DB00926
211,Plasminogen,PLG,387026,X05199,P00747,PLMN_HUMAN,1B2I; 1BML; 1BUI; 1CEA; 1CEB; 1DDJ; 1HPJ; 1HPK; 1I5K; 1KI0; 1KRN; 1L4D; 1L4Z; 1PK4; 1PKR; 1PMK; 1QRZ; 1RJX; 2DOH; 2DOI; 2KNF; 2L0S; 2PK4; 3UIR; 4A5T; 4CIK; 4DCB; 4DUR; 4DUU; 5HPG,,PLG,HGNC:9071,Humans,DB00013; DB06692
215,Peroxisome proliferator-activated receptor gamma,PPARG,1711117,U79012,P37231,PPARG_HUMAN,1FM6; 1FM9; 1I7I; 1K74; 1KNU; 1NYX; 1PRG; 1RDT; 1WM0; 1ZEO; 1ZGY; 2ATH; 2F4B; 2FVJ; 2G0G; 2G0H; 2GTK; 2HFP; 2HWQ; 2HWR; 2I4J; 2I4P; 2I4Z; 2OM9; 2P4Y; 2POB; 2PRG; 2Q59; 2Q5P; 2Q5S; 2Q61; 2Q6R; 2Q6S; 2Q8S; 2QMV; 2VSR; 2VST; 2VV0; 2VV1; 2VV2; 2VV3; 2VV4; 2XKW; 2YFE; 2ZK0; 2ZK1; 2ZK2; 2ZK3; 2ZK4; 2ZK5; 2ZK6; 2ZNO; 2ZVT; 3ADS; 3ADT; 3ADU; 3ADV; 3ADW; 3ADX; 3AN3; 3AN4; 3B0Q; 3B0R; 3B1M; 3B3K; 3BC5; 3CDP; 3CDS; 3CS8; 3CWD; 3D6D; 3DZU; 3DZY; 3E00; 3ET0; 3ET3; 3FEJ; 3FUR; 3G9E; 3GBK; 3H0A; 3HO0; 3HOD; 3IA6; 3K8S; 3KMG; 3LMP; 3NOA; 3OSI; 3OSW; 3PBA; 3PO9; 3PRG; 3QT0; 3R5N; 3R8A; 3R8I; 3S9S; 3SZ1; 3T03; 3TY0; 3U9Q; 3V9T; 3V9V; 3V9Y; 3VJH; 3VJI; 3VN2; 3VSO; 3VSP; 3WJ4; 3WJ5; 3WMH; 3X1H; 3X1I; 4A4V; 4A4W; 4CI5; 4E4K; 4E4Q; 4EM9; 4EMA; 4F9M; 4FGY; 4HEE; 4JAZ; 4JL4; 4L96; 4L98; 4O8F; 4OJ4; 4PRG; 4PVU; 4PWL; 4R2U; 4R6S; 4XLD; 4XTA; 4XUM; 4Y29,,PPARG,HGNC:9236,Humans,DB00197
218,Calcium-transporting ATPase type 2C member 1,ATP2C1,6715131,AF181120,P98194,AT2C1_HUMAN,"",,ATP2C1,HGNC:13211,Humans,DB01028
228,"Tryptophan--tRNA ligase, cytoplasmic",WARS,184657,M77804,P23381,SYWC_HUMAN,1O5T; 1R6T; 1R6U; 1ULH; 2AKE; 2AZX; 2DR2; 2QUH; 2QUI; 2QUJ; 2QUK,,WARS,HGNC:12729,Humans,DB00150
240,Plasminogen activator inhibitor 1,SERPINE1,35272,X04429,P05121,PAI1_HUMAN,1A7C; 1B3K; 1C5G; 1DB2; 1DVM; 1DVN; 1LJ5; 1OC0; 3CVM; 3EOX; 3PB1; 3Q02; 3Q03; 3R4L; 3UT3; 4AQH; 4G8O; 4G8R; 4IC0; 5BRR; 9PAI,,SERPINE1,HGNC:8583,Humans,DB00013; DB00055; DB00197
247,Muscarinic acetylcholine receptor M5,CHRM5,177988,M80333,P08912,ACM5_HUMAN,"",,CHRM5,HGNC:1954,Humans,DB00342; DB00767; DB01239
248,Arachidonate 5-lipoxygenase,ALOX5,187193,J03600,P09917,LOX5_HUMAN,2ABV; 3O8Y; 3V92; 3V98; 3V99,,ALOX5,HGNC:435,Humans,DB00744
254,5'-AMP-activated protein kinase subunit beta-1,PRKAB1,2916800,AJ224515,Q9Y478,AAKB1_HUMAN,4CFE; 4CFF,,PRKAB1,HGNC:9378,Humans,DB00131
262,Prostaglandin G/H synthase 2,PTGS2,291988,L15326,P35354,PGH2_HUMAN,1V0X,,PTGS2,HGNC:9605,Humans,DB00533; DB00580; DB00821; DB00870; DB00963; DB04743; DB09215; DB13167; DB13346; DB13501
267,Carbonic anhydrase 1,CA1,29600,X05014,P00915,CAH1_HUMAN,1AZM; 1BZM; 1CRM; 1CZM; 1HCB; 1HUG; 1HUH; 1J9W; 1JV0; 2CAB; 2FOY; 2FW4; 2IT4; 2NMX; 2NN1; 2NN7; 3LXE; 3W6H; 3W6I; 4WR7; 4WUP; 4WUQ,,CA1,HGNC:1368,Humans,DB00232; DB00311; DB00774; DB01031
269,Adenylate cyclase type 1,ADCY1,41472630,AC069008,Q08828,ADCY1_HUMAN,"",,ADCY1,HGNC:232,Humans,DB00131; DB09121
274,T-cell surface glycoprotein CD3 epsilon chain,CD3E,469945,X03884,P07766,CD3E_HUMAN,1A81; 1SY6; 1XIW; 2ROL,,CD3E,HGNC:1674,Humans,DB06607
276,Solute carrier family 12 member 7,SLC12A7,5106521,AF105365,Q9Y666,S12A7_HUMAN,"",,SLC12A7,HGNC:10915,Humans,DB00761
280,Antithrombin-III,SERPINC1,179161,M21642,P01008,ANT3_HUMAN,1ANT; 1ATH; 1AZX; 1BR8; 1DZG; 1DZH; 1E03; 1E04; 1E05; 1JVQ; 1LK6; 1NQ9; 1OYH; 1R1L; 1SR5; 1T1F; 1TB6; 2ANT; 2B4X; 2B5T; 2BEH; 2GD4; 2HIJ; 2ZNH; 3EVJ; 3KCG; 4EB1,,SERPINC1,HGNC:775,Humans,DB00407; DB06754
281,Solute carrier family 12 member 2,SLC12A2,903682,U30246,P55011,S12A2_HUMAN,"",,SLC12A2,HGNC:10911,Humans,DB00761
289,Alpha-2A adrenergic receptor,ADRA2A,178196,M23533,P08913,ADA2A_HUMAN,1HLL; 1HO9; 1HOD; 1HOF,,ADRA2A,HGNC:281,Humans,DB01149; DB01200; DB01577
291,5-hydroxytryptamine receptor 1A,HTR1A,189928,M28269,P08908,5HT1A_HUMAN,"",,HTR1A,HGNC:5286,Humans,DB00574; DB00866; DB00904; DB01149; DB01186; DB01200; DB04829
298,Glutathione reductase,gor,146248,M13141,P06715,GSHR_ECOLI,1GER; 1GES; 1GET; 1GEU,,,,Escherichia coli (strain K12),DB00336
303,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,179806,M92303,Q02641,CACB1_HUMAN,"",,CACNB1,HGNC:1401,Humans,DB01388
311,5-hydroxytryptamine receptor 3A,HTR3A,681914,D49394,P46098,5HT3A_HUMAN,"",,HTR3A,HGNC:5297,Humans,DB00604; DB00904; DB00969
