ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
48,Prothrombin,F2,339641,M17262,P00734,THRB_HUMAN,1A2C; 1A3B; 1A3E; 1A46; 1A4W; 1A5G; 1A61; 1ABI; 1ABJ; 1AD8; 1AE8; 1AFE; 1AHT; 1AI8; 1AIX; 1AWF; 1AWH; 1AY6; 1B5G; 1B7X; 1BA8; 1BB0; 1BCU; 1BHX; 1BMM; 1BMN; 1BTH; 1C1U; 1C1V; 1C1W; 1C4U; 1C4V; 1C4Y; 1C5L; 1C5N; 1C5O; 1CA8; 1D3D; 1D3P; 1D3Q; 1D3T; 1D4P; 1D6W; 1D9I; 1DE7; 1DIT; 1DM4; 1DOJ; 1DWB; 1DWC; 1DWD; 1DWE; 1DX5; 1E0F; 1EB1; 1EOJ; 1EOL; 1FPC; 1FPH; 1G30; 1G32; 1G37; 1GHV; 1GHW; 1GHX; 1GHY; 1GJ4; 1GJ5; 1H8D; 1H8I; 1HAG; 1HAH; 1HAI; 1HAO; 1HAP; 1HBT; 1HDT; 1HGT; 1HLT; 1HUT; 1HXE; 1HXF; 1IHS; 1IHT; 1JMO; 1JOU; 1JWT; 1K21; 1K22; 1KTS; 1KTT; 1LHC; 1LHD; 1LHE; 1LHF; 1LHG; 1MH0; 1MU6; 1MU8; 1MUE; 1NM6; 1NO9; 1NRN; 1NRO; 1NRP; 1NRQ; 1NRR; 1NRS; 1NT1; 1NU7; 1NU9; 1NY2; 1NZQ; 1O0D; 1O2G; 1O5G; 1OOK; 1OYT; 1P8V; 1PPB; 1QBV; 1QHR; 1QJ1; 1QJ6; 1QJ7; 1QUR; 1RD3; 1RIW; 1SB1; 1SFQ; 1SG8; 1SGI; 1SHH; 1SL3; 1SR5; 1T4U; 1T4V; 1TA2; 1TA6; 1TB6; 1TBZ; 1THP; 1THR; 1THS; 1TMB; 1TMT; 1TMU; 1TOM; 1TQ0; 1TQ7; 1TWX; 1UMA; 1UVS; 1VR1; 1VZQ; 1W7G; 1WAY; 1WBG; 1XM1; 1XMN; 1YPE; 1YPG; 1YPJ; 1YPK; 1YPL; 1YPM; 1Z71; 1Z8I; 1Z8J; 1ZGI; 1ZGV; 1ZRB; 2A0Q; 2A2X; 2A45; 2AFQ; 2ANK; 2ANM; 2B5T; 2BDY; 2BVR; 2BVS; 2BVX; 2BXT; 2BXU; 2C8W; 2C8X; 2C8Y; 2C8Z; 2C90; 2C93; 2CF8; 2CF9; 2CN0; 2FEQ; 2FES; 2GDE; 2GP9; 2H9T; 2HGT; 2HNT; 2HPP; 2HPQ; 2HWL; 2JH0; 2JH5; 2JH6; 2OD3; 2PGB; 2PGQ; 2PKS; 2PW8; 2R2M; 2THF; 2UUF; 2UUJ; 2UUK; 2V3H; 2V3O; 2ZC9; 2ZDA; 2ZDV; 2ZF0; 2ZFF; 2ZFP; 2ZFQ; 2ZFR; 2ZG0; 2ZGB; 2ZGX; 2ZHE; 2ZHF; 2ZHQ; 2ZHW; 2ZI2; 2ZIQ; 2ZNK; 2ZO3; 3B23; 3B9F; 3BEF; 3BEI; 3BF6; 3BIU; 3BIV; 3BV9; 3C1K; 3C27; 3D49; 3DA9; 3DD2; 3DHK; 3DT0; 3DUX; 3E6P; 3EE0; 3EGK; 3EQ0; 3F68; 3GIC; 3GIS; 3HAT; 3HKJ; 3HTC; 3JZ1; 3JZ2; 3K65; 3LDX; 3LU9; 3NXP; 3P17; 3P6Z; 3P70; 3PMH; 3PO1; 3QDZ; 3QGN; 3QLP; 3QTO; 3QTV; 3QWC; 3QX5; 3R3G; 3RLW; 3RLY; 3RM0; 3RM2; 3RML; 3RMM; 3RMN; 3RMO; 3S7H; 3S7K; 3SHA; 3SHC; 3SI3; 3SI4; 3SQE; 3SQH; 3SV2; 3T5F; 3TU7; 3U69; 3U8O; 3U8R; 3U8T; 3U98; 3U9A; 3UTU; 3UWJ; 3VXE; 3VXF; 4AX9; 4AYV; 4AYY; 4AZ2; 4BAH; 4BAK; 4BAM; 4BAN; 4BAO; 4BAQ; 4BOH; 4CH2; 4CH8; 4DIH; 4DII; 4DT7; 4DY7; 4E05; 4E06; 4E7R; 4H6S; 4H6T; 4HFP; 4HTC; 4HZH; 4I7Y; 4LOY; 4LXB; 4LZ1; 4LZ4; 4MLF; 4NZQ; 4O03; 4RKJ; 4RKO; 4RN6; 4THN; 4UD9; 4UDW; 4UE7; 4UEH; 4UFD; 4UFE; 4UFF; 4UFG; 4YES; 5A2M; 5AF9; 5AFY; 5AFZ; 5AHG; 5CMX; 5DO4; 5E8E; 5EDK; 5EDM; 5EW1; 5EW2; 5GDS; 5GIM; 5JDU; 5JFD; 5JZY; 5L6N; 5MJT; 5MLS; 5MM6; 5NHU; 5TO3; 5Z5W; 5Z5X; 6BJR; 6C2W; 6EO6; 6EO7; 6EO8; 6EO9; 6V5T; 7KME; 7TPP; 8BWW; 8KME; 8UF7; 9CTH,F2,F2,HGNC:3535,Humans,DB00001; DB00055; DB04898
51,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,HSD3B1,306889,M27137,P14060,3BHS1_HUMAN,,HSD3B1,HSD3B1,HGNC:5217,Humans,DB01108
55,Glycine receptor subunit beta,GLRB,992687,U33267,P48167,GLRB_HUMAN,5BKF; 5BKG; 7KUY; 7L31; 8DN2; 8DN3; 8DN4; 8DN5,GLRB,GLRB,HGNC:4329,Humans,DB00431
59,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,HSD3B2,184401,M67466,P26439,3BHS2_HUMAN,,HSD3B2,HSD3B2,HGNC:5218,Humans,DB01108
66,B-lymphocyte antigen CD20,MS4A1,29774,X12530,P11836,CD20_HUMAN,2OSL; 3BKY; 3PP4; 6VJA; 6Y90; 6Y92; 6Y97; 6Y9A,MS4A1,MS4A1,HGNC:7315,Humans,DB09336
69,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,219918,D90228,P24752,THIL_HUMAN,2F2S; 2IB7; 2IB8; 2IB9; 2IBU; 2IBW; 2IBY,ACAT1,ACAT1,HGNC:93,Humans,DB04812
71,Peroxisome proliferator-activated receptor alpha,PPARA,307341,L02932,Q07869,PPARA_HUMAN,1I7G; 1K7L; 1KKQ; 2NPA; 2P54; 2REW; 2ZNN; 3ET1; 3FEI; 3G8I; 3KDT; 3KDU; 3SP6; 3VI8; 4BCR; 4CI4; 5AZT; 5HYK; 6KAX; 6KAY; 6KAZ; 6KB0; 6KB1; 6KB2; 6KB3; 6KB4; 6KB5; 6KB6; 6KB7; 6KB8; 6KB9; 6KBA; 6KXX; 6KXY; 6KYP; 6L36; 6L37; 6L38; 6L96; 6LX4; 6LX5; 6LX6; 6LX7; 6LX8; 6LX9; 6LXA; 6LXB; 6LXC; 7BPY; 7BPZ; 7BQ0; 7BQ1; 7BQ2; 7BQ3; 7BQ4; 7C6Q; 7E5F; 7E5G; 7E5H; 7E5I; 8HUK; 8HUN; 8HUQ,PPARA,PPARA,HGNC:9232,Humans,DB00197
75,Growth hormone receptor,GHR,31738,X06562,P10912,GHR_HUMAN,1A22; 1AXI; 1HWG; 1HWH; 1KF9; 2AEW; 3HHR; 5OEK; 5OHD; 6I5J; 6I5N,GHR,GHR,HGNC:4263,Humans,DB09098
78,Retinoic acid receptor RXR-beta,RXRB,30448,X63522,P28702,RXRB_HUMAN,1H9U; 1UHL; 5HJP; 5I4V; 5KYA; 5KYJ; 7A78,RXRB,RXRB,HGNC:10478,Humans,DB00926
84,5-hydroxytryptamine receptor 4,HTR4,2661757,Y12505,Q13639,5HT4R_HUMAN,5EM9; 7XT8; 7XT9; 7XTA,HTR4,HTR4,HGNC:5299,Humans,DB00604; DB00904; DB01079
88,Pyruvate kinase PKM,PKM,189998,M23725,P14618,KPYM_HUMAN,1T5A; 1ZJH; 3BJF; 3BJT; 3G2G; 3GQY; 3GR4; 3H6O; 3ME3; 3SRD; 3SRF; 3SRH; 3U2Z; 4B2D; 4FXF; 4FXJ; 4G1N; 4JPG; 4QG6; 4QG8; 4QG9; 4QGC; 4RPP; 4WJ8; 4YJ5; 5X0I; 5X1V; 5X1W; 6B6U; 6GG3; 6GG4; 6GG5; 6GG6; 6JFB; 6NU1; 6NU5; 6NUB; 6TTF; 6TTH; 6TTI; 6TTQ; 6V74; 6V75; 6V76; 6WP3; 6WP4; 6WP5; 6WP6; 7L21; 8G2E; 8HGF; 8HMQ; 8HMR; 8HMS; 8HMU,PKM,PKM2,HGNC:9021,Humans,DB08951
90,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,487738,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 2N7G; 4HP9; 4HQA; 5VA1; 5VA2; 5VA3; 6SYG; 8IO4; 9CHP; 9CHQ; 9CHR; 9CHS,KCNH2,KCNH2,HGNC:6251,Humans,DB00342; DB00604; DB00637; DB00679; DB01149; DB01195; DB01244; DB06144; DB11186
92,Muscarinic acetylcholine receptor M1,CHRM1,34451,X52068,P11229,ACM1_HUMAN,5CXV; 6OIJ; 6WJC; 6ZFZ; 6ZG4; 6ZG9,CHRM1,CHRM1,HGNC:1950,Humans,DB00342; DB00505; DB00767; DB00875; DB01231; DB01239; DB09185; DB13720
112,Histamine H2 receptor,HRH2,184088,M64799,P25021,HRH2_HUMAN,7UL3; 8POK; 8YUT,HRH2,HRH2,HGNC:5183,Humans,DB00863; DB09185
114,D-lactate dehydrogenase,dld,145753,M10038,P06149,DLD_ECOLI,1F0X,,,,Escherichia coli (strain K12),DB00756
118,Synaptic vesicular amine transporter,SLC18A2,292335,L09118,Q05940,VMAT2_HUMAN,8JSW; 8JSX; 8JT5; 8JT9; 8JTA; 8JTB; 8JTC; 8T69; 8T6A; 8T6B; 8THR; 8WLJ; 8WLK; 8WLL; 8WLM; 8XO9; 8XOA; 8XOB,SLC18A2,SLC18A2,HGNC:10935,Humans,DB00206; DB01577; DB04821
123,Estrogen receptor,ESR1,31234,X03635,P03372,ESR1_HUMAN,1A52; 1ERE; 1ERR; 1G50; 1GWQ; 1GWR; 1HCP; 1HCQ; 1L2I; 1PCG; 1QKT; 1QKU; 1R5K; 1SJ0; 1UOM; 1X7E; 1X7R; 1XP1; 1XP6; 1XP9; 1XPC; 1XQC; 1YIM; 1YIN; 1ZKY; 2AYR; 2B1V; 2B1Z; 2B23; 2BJ4; 2FAI; 2G44; 2G5O; 2I0J; 2IOG; 2IOK; 2JF9; 2JFA; 2LLO; 2LLQ; 2OCF; 2OUZ; 2P15; 2POG; 2Q6J; 2Q70; 2QA6; 2QA8; 2QAB; 2QE4; 2QGT; 2QGW; 2QH6; 2QR9; 2QSE; 2QXM; 2QXS; 2QZO; 2R6W; 2R6Y; 2YAT; 2YJA; 3CBM; 3CBO; 3CBP; 3DT3; 3ERD; 3ERT; 3HLV; 3HM1; 3L03; 3OS8; 3OS9; 3OSA; 3Q95; 3UU7; 3UUA; 3UUC; 3UUD; 4AA6; 4DMA; 4IU7; 4IUI; 4IV2; 4IV4; 4IVW; 4IVY; 4IW6; 4IW8; 4IWC; 4IWF; 4JC3; 4JDD; 4MG5; 4MG6; 4MG7; 4MG8; 4MG9; 4MGA; 4MGB; 4MGC; 4MGD; 4O6F; 4PP6; 4PPP; 4PPS; 4PXM; 4Q13; 4Q50; 4TUZ; 4TV1; 4XI3; 4ZN7; 4ZN9; 4ZNH; 4ZNS; 4ZNT; 4ZNU; 4ZNV; 4ZNW; 5AAU; 5AAV; 5ACC; 5AK2; 5DI7; 5DID; 5DIE; 5DIG; 5DK9; 5DKB; 5DKE; 5DKG; 5DKS; 5DL4; 5DLR; 5DMC; 5DMF; 5DP0; 5DRJ; 5DRM; 5DTV; 5DU5; 5DUE; 5DUG; 5DUH; 5DVS; 5DVV; 5DWE; 5DWG; 5DWI; 5DWJ; 5DX3; 5DXB; 5DXE; 5DXG; 5DXK; 5DXM; 5DXP; 5DXQ; 5DXR; 5DY8; 5DYB; 5DYD; 5DZ0; 5DZ1; 5DZ3; 5DZH; 5DZI; 5E0W; 5E0X; 5E14; 5E15; 5E19; 5E1C; 5EGV; 5EHJ; 5EI1; 5EIT; 5FQP; 5FQR; 5FQS; 5FQT; 5FQV; 5GS4; 5GTR; 5HYR; 5JMM; 5KCC; 5KCD; 5KCE; 5KCF; 5KCT; 5KCU; 5KCW; 5KD9; 5KR9; 5KRA; 5KRC; 5KRF; 5KRH; 5KRI; 5KRJ; 5KRK; 5KRL; 5KRM; 5KRO; 5N10; 5T0X; 5T1Z; 5T92; 5T97; 5TLD; 5TLF; 5TLG; 5TLL; 5TLM; 5TLO; 5TLP; 5TLT; 5TLU; 5TLV; 5TLX; 5TLY; 5TM1; 5TM2; 5TM3; 5TM4; 5TM5; 5TM6; 5TM7; 5TM8; 5TM9; 5TML; 5TMM; 5TMO; 5TMQ; 5TMR; 5TMS; 5TMT; 5TMU; 5TMV; 5TMW; 5TMZ; 5TN1; 5TN3; 5TN4; 5TN5; 5TN6; 5TN7; 5TN8; 5TN9; 5TNB; 5U2B; 5U2D; 5UFW; 5UFX; 5W9C; 5W9D; 5WGD; 5WGQ; 6B0F; 6C42; 6CBZ; 6CHW; 6CHZ; 6CZN; 6D0F; 6DF6; 6DFN; 6HHP; 6HKB; 6HKF; 6HMU; 6IAR; 6OWC; 6PET; 6PFM; 6PIT; 6PSJ; 6SBO; 6SQ0; 6SUO; 6TJM; 6TL3; 6V87; 6V8T; 6VGH; 6VJD; 6VPF; 6WOK; 6ZOQ; 6ZOR; 6ZOS; 7B9M; 7B9R; 7B9T; 7BA3; 7BA5; 7BA6; 7BA7; 7BA8; 7BA9; 7BAA; 7BAB; 7JHD; 7KBS; 7MSA; 7N9O; 7NDO; 7NEL; 7NFB; 7NFW; 7NIZ; 7OPW; 7OQ7; 7OQ8; 7PWT; 7PWZ; 7QVJ; 7QVL; 7R62; 7RKE; 7RNM; 7RRX; 7RRY; 7RRZ; 7RS0; 7RS1; 7RS2; 7RS3; 7RS4; 7RS7; 7RS8; 7RS9; 7SFO; 7T2X; 7TE7; 7UJ7; 7UJ8; 7UJC; 7UJF; 7UJM; 7UJO; 7UJW; 7UJY; 7WNV; 7Y8F; 7Y8G; 7YMK; 8AFN; 8AI0; 8ALR; 8ALT; 8ALV; 8ALW; 8AM7; 8ANF; 8AOY; 8APS; 8AQ1; 8AQC; 8AQE; 8AQZ; 8AR4; 8AR5; 8ARG; 8ARO; 8ARQ; 8ARR; 8ARW; 8ARX; 8ARY; 8ARZ; 8AS1; 8AT9; 8ATP; 8AU2; 8AUS; 8AUY; 8AV3; 8AV4; 8AV7; 8AV8; 8AWG; 8AXE; 8AXU; 8AZE; 8B39; 8BWJ; 8BWX; 8BWZ; 8BX0; 8BX3; 8BX4; 8BXI; 8BXM; 8BXN; 8BXO; 8BXQ; 8BXS; 8BY9; 8BYB; 8BYC; 8BYD; 8BYE; 8BYF; 8BYG; 8BYO; 8BYY; 8BYZ; 8BZ0; 8BZ9; 8BZA; 8BZB; 8BZC; 8BZD; 8BZE; 8BZF; 8BZG; 8BZH; 8BZT; 8BZW; 8C04; 8C0K; 8C42; 8C4F; 8C4G; 8DU6; 8DU8; 8DU9; 8DUB; 8DUC; 8DUD; 8DUG; 8DUH; 8DUI; 8DUK; 8DUS; 8DV5; 8DV7; 8DV8; 8DVB; 8EV1; 8EV2; 8VYT; 8VYX; 8VZ0; 8VZ1; 8VZP; 8VZQ; 8W03; 8W07; 9BQE; 9BU1,ESR1,ESR1,HGNC:3467,Humans,DB00255; DB00269; DB00431; DB00756; DB01108; DB04813; DB04824; DB07931
125,Interleukin-3,IL3,307059,M14743,P08700,IL3_HUMAN,1JLI; 5UV8; 5UWC; 6NMY,IL3,IL3,HGNC:6011,Humans,DB01025
126,Aldo-keto reductase family 1 member C1,AKR1C1,181549,M86609,Q04828,AK1C1_HUMAN,1MRQ; 3C3U; 3GUG; 3NTY; 4YVP; 6A7A; 6IJX; 8JP2,AKR1C1,AKR1C1,HGNC:384,Humans,DB07931
129,Gamma-aminobutyric acid receptor subunit rho-1,GABRR1,182911,M62400,P24046,GBRR1_HUMAN,8OP9; 8OQ6; 8OQ7; 8OQ8; 8OQA; 8RH4; 8RH7; 8RH8; 8RH9; 8RHG,GABRR1,GABRR1,HGNC:4090,Humans,DB00431
132,Androgen receptor,AR,178628,M20132,P10275,ANDR_HUMAN,1E3G; 1GS4; 1T5Z; 1T63; 1T65; 1XJ7; 1XOW; 1XQ3; 1Z95; 2AM9; 2AMA; 2AMB; 2AO6; 2AX6; 2AX7; 2AX8; 2AX9; 2AXA; 2HVC; 2OZ7; 2PIO; 2PIP; 2PIQ; 2PIR; 2PIT; 2PIU; 2PIV; 2PIW; 2PIX; 2PKL; 2PNU; 2Q7I; 2Q7J; 2Q7K; 2Q7L; 2YHD; 2YLO; 2YLP; 2YLQ; 2Z4J; 3B5R; 3B65; 3B66; 3B67; 3B68; 3BTR; 3L3X; 3L3Z; 3RLJ; 3RLL; 3V49; 3V4A; 3ZQT; 4HLW; 4K7A; 4OEA; 4OED; 4OEY; 4OEZ; 4OFR; 4OFU; 4OGH; 4OH5; 4OH6; 4OHA; 4OIL; 4OIU; 4OJ9; 4OJB; 4OK1; 4OKB; 4OKT; 4OKW; 4OKX; 4OLM; 4QL8; 5CJ6; 5JJM; 5T8E; 5T8J; 5V8Q; 5VO4; 7ZTX; 7ZTZ; 7ZU1; 7ZU2; 8E1A; 8FGY; 8FGZ; 8FH0; 8FH1; 8FH2; 8RM6; 8RM7,AR,AR,HGNC:644,Humans,DB00255; DB01420; DB01493
133,"Aldehyde dehydrogenase, mitochondrial",ALDH2,28606,X05409,P05091,ALDH2_HUMAN,1CW3; 1NZW; 1NZX; 1NZZ; 1O00; 1O01; 1O02; 1O04; 1O05; 1ZUM; 2ONM; 2ONN; 2ONO; 2ONP; 2VLE; 3INJ; 3INL; 3N80; 3N81; 3N82; 3N83; 3SZ9; 4FQF; 4FR8; 4KWF; 4KWG; 5L13; 8DR9; 8SHS,ALDH2,ALDH2,HGNC:404,Humans,DB09116
140,Solute carrier family 12 member 6,SLC12A6,6693798,AF116242,Q9UHW9,S12A6_HUMAN,6M1Y; 6M22; 6Y5R; 6Y5V; 7AIN; 7AIO; 7D90; 7NGB,SLC12A6,SLC12A6,HGNC:10914,Humans,DB00761
144,Retinoic acid receptor gamma,RARG,306887,M24857,P13631,RARG_HUMAN,1EXA; 1EXX; 1FCX; 1FCY; 1FCZ; 1FD0; 2LBD; 3LBD; 4LBD; 5M24; 6FX0,RARG,RARG,HGNC:9866,Humans,DB00926
145,D(1B) dopamine receptor,DRD5,32049,X58454,P21918,DRD5_HUMAN,8IRV,DRD5,DRD5,HGNC:3026,Humans,DB01038; DB01186; DB01200
152,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,3766467,Y11192,P51649,SSDH_HUMAN,2W8N; 2W8O; 2W8P; 2W8Q; 2W8R,ALDH5A1,ALDH5A1,HGNC:408,Humans,DB00534
156,Sigma non-opioid intracellular receptor 1,SIGMAR1,1783387,U75283,Q99720,SGMR1_HUMAN,5HK1; 5HK2; 6DJZ; 6DK0; 6DK1,SIGMAR1,OPRS1,HGNC:8157,Humans,DB00409; DB00574; DB02383; DB11186
162,2-oxoglutarate dehydrogenase complex component E1,OGDH,531241,D10523,Q02218,ODO1_HUMAN,3ERY; 7WGR; 8I0K,OGDH,OGDH,HGNC:8124,Humans,DB09092
172,Beta-1 adrenergic receptor,ADRB1,178200,J03019,P08588,ADRB1_HUMAN,2LSQ; 7BTS; 7BU6; 7BU7; 7BVQ,ADRB1,ADRB1,HGNC:285,Humans,DB00187; DB00397; DB00866
177,Sodium channel protein type 10 subunit alpha,SCN10A,4838145,AF117907,Q9Y5Y9,SCNAA_HUMAN,7WE4; 7WEL; 7WFR; 7WFW,SCN10A,SCN10A,HGNC:10582,Humans,DB00473
180,"Glutamate dehydrogenase 1, mitochondrial",GLUD1,31707,X07674,P00367,DHE3_HUMAN,1L1F; 1NR1; 6DQG; 7UZM; 8KGY; 8SK8; 8W4J,GLUD1,GLUD1,HGNC:4335,Humans,DB00756
193,Aldehyde dehydrogenase family 3 member B2,ALDH3B2,1051281,U37519,P48448,AL3B2_HUMAN,,ALDH3B2,ALDH3B2,HGNC:411,Humans,DB09116
197,Sodium channel protein type 5 subunit alpha,SCN5A,184039,M77235,Q14524,SCN5A_HUMAN,2KBI; 2L53; 4DCK; 4DJC; 4JQ0; 4OVN; 5DBR; 6LQA; 6MUD; 7DTC; 7L83,SCN5A,SCN5A,HGNC:10593,Humans,DB00473; DB00532; DB00680; DB01195; DB01228
203,Gonadotropin-releasing hormone receptor,GNRHR,183422,L03380,P30968,GNRHR_HUMAN,7BR3,GNRHR,GNRHR,HGNC:4421,Humans,DB00106; DB06788
206,Retinoic acid receptor beta,RARB,35883,X07282,P10826,RARB_HUMAN,1HRA; 1XAP; 4DM6; 4DM8; 4JYG; 4JYH; 4JYI; 5UAN; 6SSQ,RARB,RARB,HGNC:9865,Humans,DB00926
207,ATP-binding cassette sub-family C member 8,ABCC8,1374919,L78243,Q09428,ABCC8_HUMAN,6C3O; 6C3P; 7S5V; 7S5X; 7S5Y; 7S5Z; 7S60; 7S61,ABCC8,ABCC8,HGNC:59,Humans,DB00414
211,Plasminogen,PLG,387026,X05199,P00747,PLMN_HUMAN,1B2I; 1BML; 1BUI; 1CEA; 1CEB; 1DDJ; 1HPJ; 1HPK; 1I5K; 1KI0; 1KRN; 1L4D; 1L4Z; 1PK4; 1PKR; 1PMK; 1QRZ; 1RJX; 2DOH; 2DOI; 2KNF; 2L0S; 2PK4; 3UIR; 4A5T; 4CIK; 4DCB; 4DUR; 4DUU; 5HPG; 5UGD; 5UGG; 6D3X; 6D3Y; 6D3Z; 6D40; 6OG4; 6OQJ; 6OQK; 6Q1U; 6UZ4; 6UZ5; 7E50; 7THS; 7UAH; 8F7U; 8F7V; 8UQ6,PLG,PLG,HGNC:9071,Humans,DB00013; DB06692
