ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
36,RAF proto-oncogene serine/threonine-protein kinase,RAF1,35842,X03484,P04049,RAF1_HUMAN,1C1Y; 1FAQ; 1FAR; 1GUA; 1RFA; 3CU8; 3IQJ; 3IQU; 3IQV; 3KUC; 3KUD; 3NKX; 3O8I; 3OMV; 4FJ3; 4G0N; 4G3X; 4IEA; 4IHL; 6NTC; 6NTD; 6PTS; 6PTW; 6VJJ; 6XGU; 6XGV; 6XHA; 6XHB; 6XI7; 7JHP; 7Z37; 7Z38; 8A68; 8A6F; 8A6H; 8ATR; 8ATS; 8AV0; 8CHF; 8CPD; 8EPW; 8GAE; 8GFT; 8JOF; 8JOG; 8T74; 8T75; 8U1L; 9AXA; 9AXC; 9AY7; 9AYA,RAF1,RAF1,HGNC:9829,Humans,DB04367
42,Pyridoxal kinase,PDXK,1946349,U89606,O00764,PDXK_HUMAN,2AJP; 2F7K; 2YXT; 2YXU; 3FHX; 3FHY; 3KEU; 4EN4; 4EOH; 8WR2,PDXK,PDXK,HGNC:8819,Humans,DB00147; DB03909; DB04770; DB04776
45,Muscarinic acetylcholine receptor M3,CHRM3,32324,X15266,P20309,ACM3_HUMAN,2CSA; 8E9W; 8E9Y; 8E9Z; 8EA0,CHRM3,CHRM3,HGNC:1952,Humans,DB00332; DB01239; DB04365; DB13581; DB13793
46,Pyruvate kinase PKLR,PKLR,3327365,AB015983,P30613,KPYR_HUMAN,2VGB; 2VGF; 2VGG; 2VGI; 4IMA; 4IP7; 5SC8; 5SC9; 5SCA; 5SCB; 5SCC; 5SCD; 5SCE; 5SCF; 5SCG; 5SCH; 5SCI; 5SCJ; 5SCK; 5SCL; 5SDT; 6NN4; 6NN5; 6NN7; 6NN8; 7FRV; 7FRW; 7FRX; 7FRY; 7FRZ; 7FS0; 7FS1; 7FS2; 7FS3; 7FS4; 7FS5; 7FS6; 7FS7; 7FS8; 7FS9; 7FSA; 7FSB; 7FSC; 7FSD; 7QDN; 7QZU; 8TBS; 8TBT; 8TBU; 8XFD,PKLR,PKLR,HGNC:9020,Humans,DB02726; DB04551
48,Prothrombin,F2,339641,M17262,P00734,THRB_HUMAN,1A2C; 1A3B; 1A3E; 1A46; 1A4W; 1A5G; 1A61; 1ABI; 1ABJ; 1AD8; 1AE8; 1AFE; 1AHT; 1AI8; 1AIX; 1AWF; 1AWH; 1AY6; 1B5G; 1B7X; 1BA8; 1BB0; 1BCU; 1BHX; 1BMM; 1BMN; 1BTH; 1C1U; 1C1V; 1C1W; 1C4U; 1C4V; 1C4Y; 1C5L; 1C5N; 1C5O; 1CA8; 1D3D; 1D3P; 1D3Q; 1D3T; 1D4P; 1D6W; 1D9I; 1DE7; 1DIT; 1DM4; 1DOJ; 1DWB; 1DWC; 1DWD; 1DWE; 1DX5; 1E0F; 1EB1; 1EOJ; 1EOL; 1FPC; 1FPH; 1G30; 1G32; 1G37; 1GHV; 1GHW; 1GHX; 1GHY; 1GJ4; 1GJ5; 1H8D; 1H8I; 1HAG; 1HAH; 1HAI; 1HAO; 1HAP; 1HBT; 1HDT; 1HGT; 1HLT; 1HUT; 1HXE; 1HXF; 1IHS; 1IHT; 1JMO; 1JOU; 1JWT; 1K21; 1K22; 1KTS; 1KTT; 1LHC; 1LHD; 1LHE; 1LHF; 1LHG; 1MH0; 1MU6; 1MU8; 1MUE; 1NM6; 1NO9; 1NRN; 1NRO; 1NRP; 1NRQ; 1NRR; 1NRS; 1NT1; 1NU7; 1NU9; 1NY2; 1NZQ; 1O0D; 1O2G; 1O5G; 1OOK; 1OYT; 1P8V; 1PPB; 1QBV; 1QHR; 1QJ1; 1QJ6; 1QJ7; 1QUR; 1RD3; 1RIW; 1SB1; 1SFQ; 1SG8; 1SGI; 1SHH; 1SL3; 1SR5; 1T4U; 1T4V; 1TA2; 1TA6; 1TB6; 1TBZ; 1THP; 1THR; 1THS; 1TMB; 1TMT; 1TMU; 1TOM; 1TQ0; 1TQ7; 1TWX; 1UMA; 1UVS; 1VR1; 1VZQ; 1W7G; 1WAY; 1WBG; 1XM1; 1XMN; 1YPE; 1YPG; 1YPJ; 1YPK; 1YPL; 1YPM; 1Z71; 1Z8I; 1Z8J; 1ZGI; 1ZGV; 1ZRB; 2A0Q; 2A2X; 2A45; 2AFQ; 2ANK; 2ANM; 2B5T; 2BDY; 2BVR; 2BVS; 2BVX; 2BXT; 2BXU; 2C8W; 2C8X; 2C8Y; 2C8Z; 2C90; 2C93; 2CF8; 2CF9; 2CN0; 2FEQ; 2FES; 2GDE; 2GP9; 2H9T; 2HGT; 2HNT; 2HPP; 2HPQ; 2HWL; 2JH0; 2JH5; 2JH6; 2OD3; 2PGB; 2PGQ; 2PKS; 2PW8; 2R2M; 2THF; 2UUF; 2UUJ; 2UUK; 2V3H; 2V3O; 2ZC9; 2ZDA; 2ZDV; 2ZF0; 2ZFF; 2ZFP; 2ZFQ; 2ZFR; 2ZG0; 2ZGB; 2ZGX; 2ZHE; 2ZHF; 2ZHQ; 2ZHW; 2ZI2; 2ZIQ; 2ZNK; 2ZO3; 3B23; 3B9F; 3BEF; 3BEI; 3BF6; 3BIU; 3BIV; 3BV9; 3C1K; 3C27; 3D49; 3DA9; 3DD2; 3DHK; 3DT0; 3DUX; 3E6P; 3EE0; 3EGK; 3EQ0; 3F68; 3GIC; 3GIS; 3HAT; 3HKJ; 3HTC; 3JZ1; 3JZ2; 3K65; 3LDX; 3LU9; 3NXP; 3P17; 3P6Z; 3P70; 3PMH; 3PO1; 3QDZ; 3QGN; 3QLP; 3QTO; 3QTV; 3QWC; 3QX5; 3R3G; 3RLW; 3RLY; 3RM0; 3RM2; 3RML; 3RMM; 3RMN; 3RMO; 3S7H; 3S7K; 3SHA; 3SHC; 3SI3; 3SI4; 3SQE; 3SQH; 3SV2; 3T5F; 3TU7; 3U69; 3U8O; 3U8R; 3U8T; 3U98; 3U9A; 3UTU; 3UWJ; 3VXE; 3VXF; 4AX9; 4AYV; 4AYY; 4AZ2; 4BAH; 4BAK; 4BAM; 4BAN; 4BAO; 4BAQ; 4BOH; 4CH2; 4CH8; 4DIH; 4DII; 4DT7; 4DY7; 4E05; 4E06; 4E7R; 4H6S; 4H6T; 4HFP; 4HTC; 4HZH; 4I7Y; 4LOY; 4LXB; 4LZ1; 4LZ4; 4MLF; 4NZQ; 4O03; 4RKJ; 4RKO; 4RN6; 4THN; 4UD9; 4UDW; 4UE7; 4UEH; 4UFD; 4UFE; 4UFF; 4UFG; 4YES; 5A2M; 5AF9; 5AFY; 5AFZ; 5AHG; 5CMX; 5DO4; 5E8E; 5EDK; 5EDM; 5EW1; 5EW2; 5GDS; 5GIM; 5JDU; 5JFD; 5JZY; 5L6N; 5MJT; 5MLS; 5MM6; 5NHU; 5TO3; 5Z5W; 5Z5X; 6BJR; 6C2W; 6EO6; 6EO7; 6EO8; 6EO9; 6V5T; 7KME; 7TPP; 8BWW; 8KME; 8UF7; 9CTH,F2,F2,HGNC:3535,Humans,DB01725; DB01766; DB01767; DB02287; DB02463; DB02723; DB03136; DB03159; DB03847; DB03865; DB04136; DB04591; DB04697; DB04722; DB04771; DB04772; DB06838; DB06841; DB06845; DB06850; DB06853; DB06858; DB06859; DB06861; DB06865; DB06866; DB06868; DB06869; DB06878; DB06911; DB06919; DB06929; DB06936; DB06942; DB06947; DB06996; DB07005; DB07016; DB07027; DB07083; DB07088; DB07091; DB07095; DB07105; DB07120; DB07128; DB07131; DB07133; DB07143; DB07165; DB07190; DB07211; DB07277; DB07278; DB07279; DB07353; DB07366; DB07376; DB07400; DB07440; DB07461; DB07508; DB07515; DB07521; DB07522; DB07527; DB07548; DB07549; DB07550; DB07639; DB07658; DB07659; DB07660; DB07665; DB07718; DB07741; DB07796; DB07809; DB07897; DB07934; DB07944; DB07946; DB08061; DB08062; DB08152; DB08187; DB08254; DB08422; DB08546; DB08624; DB08756; DB13616
50,Delta-aminolevulinic acid dehydratase,ALAD,178329,M13928,P13716,HEM2_HUMAN,1E51; 1PV8; 5HMS; 5HNR,ALAD,ALAD,HGNC:395,Humans,DB01942; DB02068; DB02239; DB02260; DB02272; DB02828; DB02878; DB03345; DB04530; DB04560; DB04781
51,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,HSD3B1,306889,M27137,P14060,3BHS1_HUMAN,,HSD3B1,HSD3B1,HGNC:5217,Humans,DB01536; DB14538
55,Glycine receptor subunit beta,GLRB,992687,U33267,P48167,GLRB_HUMAN,5BKF; 5BKG; 7KUY; 7L31; 8DN2; 8DN3; 8DN4; 8DN5,GLRB,GLRB,HGNC:4329,Humans,DB11582; DB15954
58,Matrix metalloproteinase-9,MMP9,177205,J05070,P14780,MMP9_HUMAN,1GKC; 1GKD; 1ITV; 1L6J; 2OVX; 2OVZ; 2OW0; 2OW1; 2OW2; 4H1Q; 4H2E; 4H3X; 4H82; 4HMA; 4JIJ; 4JQG; 4WZV; 4XCT; 5CUH; 5I12; 5TH6; 5TH9; 5UE3; 5UE4; 6ESM; 8K5V; 8K5W; 8K5X; 8K5Y,MMP9,MMP9,HGNC:7176,Humans,DB01949; DB02255; DB03683; DB07117; DB07145; DB07246; DB07285; DB07556; DB07926; DB08490; DB12843; DB14548
61,Cannabinoid receptor 1,CNR1,29915,X54937,P21554,CNR1_HUMAN,1LVQ; 1LVR; 2B0Y; 2KOE; 2MZ2; 2MZ3; 2MZA; 5TGZ; 5U09; 5XR8; 5XRA; 6KPG; 6KQI; 6N4B; 7FEE; 7V3Z; 7WV9; 8GAG; 8GHV; 8IKG; 8IKH; 8K8J; 8WRZ; 8WU1; 9ERX,CNR1,CNR1,HGNC:2159,Humans,DB02955; DB09288; DB13495; DB13950; DB14009; DB14737
62,Type-1 angiotensin II receptor,AGTR1,179122,M91464,P30556,AGTR1_HUMAN,4YAY; 4ZUD; 6DO1; 6OS0; 6OS1; 6OS2,AGTR1,AGTR1,HGNC:336,Humans,DB01342; DB01347; DB01349; DB13919
65,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",DLAT,35360,Y00978,P10515,ODP2_HUMAN,1FYC; 1Y8N; 1Y8O; 1Y8P; 2DNE; 2PNR; 2Q8I; 3B8K; 3CRK; 3CRL; 6CT0; 6H55; 8PIU,DLAT,DLAT,HGNC:2896,Humans,DB03758; DB03760
67,Nitric oxide synthase 1,NOS1,642526,U17327,P29475,NOS1_HUMAN,4D1N; 4UCH; 4UH5; 4UH6; 4V3U; 5ADF; 5ADG; 5ADI; 5FVU; 5FVV; 5FVW; 5FVX; 5UO1; 5UO2; 5UO3; 5UO4; 5UO5; 5UO6; 5UO7; 5VUV; 5VUW; 5VUX; 5VUY; 5VUZ; 5VV0; 5VV1; 5VV2; 5VV3; 5VV4; 5VV5; 6AUY; 6AUZ; 6AV0; 6AV1; 6AV2; 6AV3; 6AV4; 6AV5; 6CIC; 6CID; 6NG1; 6NG2; 6NG4; 6NG5; 6NG6; 6NG7; 6NG8; 6NGA; 6NGB; 6NGC; 6NGD; 6NGE; 6NGF; 6NGH; 6NGI; 6NHB; 6NHC; 6PNA; 6PNB; 6PNC; 6PND; 6PNE; 6PNF; 6PNG; 6PNH; 6PO5; 6PO7; 6PO8; 6PO9; 6POA; 6POB; 6POC; 6POT; 7TS1; 7TS2; 7TS3; 7TS4; 7TS5; 7TS6; 7TS7; 7TS8; 7UAM; 7US7; 7US8; 8BI8; 8BI9; 8FGF; 8FGG; 8FGH; 8FGI; 8FGJ; 8FGK; 8FGL; 8FGM; 8UFP; 8UFQ,NOS1,NOS1,HGNC:7872,Humans,DB01821; DB01942; DB01997; DB02027; DB02044; DB02077; DB02143; DB02207; DB02335; DB02644; DB02727; DB02991; DB03144; DB03305; DB03449; DB03461; DB03707; DB03710; DB03892; DB04223; DB07002; DB07405; DB08018; DB08019; DB14511
68,L-lactate dehydrogenase B chain,LDHB,1200083,X13794,P07195,LDHB_HUMAN,1I0Z; 1T2F; 7DBJ; 7DBK,LDHB,LDHB,HGNC:6541,Humans,DB02401; DB03940; DB11638
69,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,219918,D90228,P24752,THIL_HUMAN,2F2S; 2IB7; 2IB8; 2IB9; 2IBU; 2IBW; 2IBY,ACAT1,ACAT1,HGNC:93,Humans,DB14009
70,Group 10 secretory phospholipase A2,PLA2G10,2289237,U95301,O15496,PA2GX_HUMAN,1LE6; 1LE7; 4UY1; 5G3M; 5OW8; 5OWC; 6G5J,PLA2G10,PLA2G10,HGNC:9029,Humans,DB13893; DB13894
71,Peroxisome proliferator-activated receptor alpha,PPARA,307341,L02932,Q07869,PPARA_HUMAN,1I7G; 1K7L; 1KKQ; 2NPA; 2P54; 2REW; 2ZNN; 3ET1; 3FEI; 3G8I; 3KDT; 3KDU; 3SP6; 3VI8; 4BCR; 4CI4; 5AZT; 5HYK; 6KAX; 6KAY; 6KAZ; 6KB0; 6KB1; 6KB2; 6KB3; 6KB4; 6KB5; 6KB6; 6KB7; 6KB8; 6KB9; 6KBA; 6KXX; 6KXY; 6KYP; 6L36; 6L37; 6L38; 6L96; 6LX4; 6LX5; 6LX6; 6LX7; 6LX8; 6LX9; 6LXA; 6LXB; 6LXC; 7BPY; 7BPZ; 7BQ0; 7BQ1; 7BQ2; 7BQ3; 7BQ4; 7C6Q; 7E5F; 7E5G; 7E5H; 7E5I; 8HUK; 8HUN; 8HUQ,PPARA,PPARA,HGNC:9232,Humans,DB01890; DB02746; DB03017; DB03193; DB04557; DB07724; DB08231; DB09006; DB09198; DB12007
73,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",AASS,7264724,AF229180,Q9UDR5,AASS_HUMAN,5L76; 5L78; 5O1N; 5O1O; 5O1P; 8DDA; 8E8T; 8E8U; 8E8V,AASS,AASS,HGNC:17366,Humans,DB02338; DB04207
77,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,306885,M31642,P00492,HPRT_HUMAN,1BZY; 1D6N; 1HMP; 1Z7G; 2VFA; 3GEP; 3GGC; 3GGJ; 4IJQ; 4KN6; 4RAB; 4RAC; 4RAD; 4RAN; 4RAO; 4RAQ; 5BRN; 5BSK; 5HIA; 5W8V; 6BNJ; 7SAN; 8TPY,HPRT1,HPRT1,HGNC:5157,Humans,DB01632; DB02309; DB03153; DB04356
78,Retinoic acid receptor RXR-beta,RXRB,30448,X63522,P28702,RXRB_HUMAN,1H9U; 1UHL; 5HJP; 5I4V; 5KYA; 5KYJ; 7A78,RXRB,RXRB,HGNC:10478,Humans,DB01941; DB02746; DB07080; DB07929; DB08175
85,Ferritin light chain,FTL,182514,M11147,P02792,FRIL_HUMAN,2FFX; 2FG4; 2FG8; 3KXU; 4V6B; 5LG8; 6TR9; 6TS0; 6TS1; 6TSA; 6TSF; 6TSJ; 6WX6,FTL,FTL,HGNC:3999,Humans,DB02285; DB09147
88,Pyruvate kinase PKM,PKM,189998,M23725,P14618,KPYM_HUMAN,1T5A; 1ZJH; 3BJF; 3BJT; 3G2G; 3GQY; 3GR4; 3H6O; 3ME3; 3SRD; 3SRF; 3SRH; 3U2Z; 4B2D; 4FXF; 4FXJ; 4G1N; 4JPG; 4QG6; 4QG8; 4QG9; 4QGC; 4RPP; 4WJ8; 4YJ5; 5X0I; 5X1V; 5X1W; 6B6U; 6GG3; 6GG4; 6GG5; 6GG6; 6JFB; 6NU1; 6NU5; 6NUB; 6TTF; 6TTH; 6TTI; 6TTQ; 6V74; 6V75; 6V76; 6WP3; 6WP4; 6WP5; 6WP6; 7L21; 8G2E; 8HGF; 8HMQ; 8HMR; 8HMS; 8HMU,PKM,PKM2,HGNC:9021,Humans,DB01733; DB02726; DB07628; DB07692; DB07697; DB11638
92,Muscarinic acetylcholine receptor M1,CHRM1,34451,X52068,P11229,ACM1_HUMAN,5CXV; 6OIJ; 6WJC; 6ZFZ; 6ZG4; 6ZG9,CHRM1,CHRM1,HGNC:1950,Humans,DB00332; DB01239; DB02010; DB04365; DB11504; DB13581
95,Cannabinoid receptor 2,CNR2,407807,X74328,P34972,CNR2_HUMAN,2KI9; 5ZTY; 6KPC; 6KPF; 6PT0; 8GUQ; 8GUR; 8GUS; 8GUT,CNR2,CNR2,HGNC:2160,Humans,DB02955; DB13950; DB14009; DB14043
99,Cysteinyl leukotriene receptor 2,CYSLTR2,9663958,AB038269,Q9NS75,CLTR2_HUMAN,,CYSLTR2,CYSLTR2,HGNC:18274,Humans,DB08855
101,S-adenosylmethionine decarboxylase proenzyme,AMD1,178518,M21154,P17707,DCAM_HUMAN,1I72; 1I79; 1I7B; 1I7C; 1I7M; 1JEN; 1JL0; 1MSV; 3DZ2; 3DZ3; 3DZ4; 3DZ5; 3DZ6; 3DZ7; 3EP3; 3EP4; 3EP5; 3EP6; 3EP7; 3EP8; 3EP9; 3EPA; 3EPB; 3H0V; 3H0W,AMD1,AMD1,HGNC:457,Humans,DB01917; DB08163
105,Sterol O-acyltransferase 1,SOAT1,4878022,L21934,P35610,SOAT1_HUMAN,6L47; 6L48; 6P2J; 6P2P; 6VUM,SOAT1,SOAT1,HGNC:11177,Humans,DB01094
107,Cell adhesion molecule CEACAM1,CEACAM1,179440,J03858,P13688,CEAM1_HUMAN,2GK2; 4QXW; 4WHD; 5DZL; 6AW2; 6GBG; 6GBH; 6V3P; 6XNO; 6XNT; 6XNW; 6XO1; 7MU8; 7RPP; 8CXJ,CEACAM1,CEACAM1,HGNC:1814,Humans,DB00113
111,Diamine acetyltransferase 1,SAT1,338392,M77693,P21673,SAT1_HUMAN,2B3U; 2B3V; 2B4B; 2B4D; 2B58; 2B5G; 2F5I; 2FXF; 2G3T; 2JEV,SAT1,SAT1,HGNC:10540,Humans,DB04633
112,Histamine H2 receptor,HRH2,184088,M64799,P25021,HRH2_HUMAN,7UL3; 8POK; 8YUT,HRH2,HRH2,HGNC:5183,Humans,DB08805; DB08806; DB13760
